country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
USA,2003,1,short,4,1,151,16,4,5,9,16,41,97,206,272,353,381,352,357,466,687,1082,1760,3239,2790,4406,4076,6012,5901,7042
USA,2003,1,short,4,2,34,34,32,30,44,56,77,120,209,440,943,1740,3021,5144,7814,11295,15646,21055,29227,27200,34498,33387,39889,39802,40690
USA,2003,1,short,4,3,31,5,2,3,3,6,6,10,13,18,23,25,29,42,60,100,148,262,641,478,1065,921,1765,1782,1613
USA,2003,1,short,4,4,72,14,6,6,11,17,30,45,63,111,180,291,459,710,1062,1502,2197,3355,5705,4978,7595,7010,10432,9913,15237
USA,2003,1,short,4,5,0,1,0,1,5,15,24,30,59,94,130,142,129,150,184,318,729,1848,6094,4353,10621,9205,17494,16944,22585
USA,2003,1,short,4,6,119,19,15,17,26,32,28,28,37,61,89,123,176,279,469,997,2178,4584,10528,8753,15146,14233,19576,19522,20076
USA,2003,1,short,4,7,128,12,6,9,24,46,75,151,297,598,1092,1794,2764,4252,6359,9896,16218,29059,67164,52839,104433,93594,157050,149777,224438
USA,2003,1,short,4,8,29,3,2,2,5,6,11,21,40,79,133,213,315,535,909,1695,3217,6274,14402,11651,21561,19777,30223,30003,32266
USA,2003,1,short,4,9,13,0,0,1,2,4,7,10,18,29,52,77,116,217,381,610,1094,1792,3924,3112,6038,5295,9644,9098,14700
USA,2003,1,short,4,10,121,15,4,3,5,8,10,14,21,32,51,83,98,182,334,618,1303,2878,8868,6239,15707,13085,28432,25947,51447
USA,2003,1,short,4,11,95,11,4,7,8,13,14,18,27,44,105,182,401,883,1680,3065,5144,8196,15056,12918,20618,19174,27629,26781,35492
USA,2003,1,short,4,12,156,9,3,3,6,9,19,42,93,204,362,513,551,677,845,1096,1492,2338,4411,3668,6342,5831,8826,8333,13394
USA,2003,1,short,4,13,5,1,1,1,2,3,4,6,11,16,20,32,44,69,107,169,270,440,1006,800,1543,1327,2593,2331,5019
USA,2003,1,short,4,14,63,1,0,1,2,4,7,12,17,32,52,90,143,238,411,713,1325,2671,6372,4992,9962,9024,14513,13913,20078
USA,2003,1,short,4,15,6392,42,10,10,14,13,13,12,13,16,17,19,25,25,24,24,28,47,78,63,116,95,223,227,179
USA,2003,1,short,4,16,414,170,75,129,741,1178,1009,897,927,1008,998,884,791,749,796,1005,1465,2403,4859,4058,6943,6432,9420,9082,12551
USA,2004,1,short,4,0,7680,329,165,215,891,1403,1408,1467,1962,2930,4458,6554,9098,13998,20939,32229,51001,85236,174013,142330,255900,232269,372434,357322,517177
USA,2004,1,short,4,1,164,13,4,4,7,19,38,89,174,258,330,385,360,362,467,694,1052,1764,3316,2855,4507,4095,6538,6438,7501
USA,2004,1,short,4,2,37,31,33,27,43,61,76,115,194,416,893,1721,2941,4992,7618,10989,15252,20526,28674,26635,33942,32734,39900,39740,41430
USA,2004,1,short,4,3,30,5,3,2,4,5,8,9,13,17,21,25,33,43,59,88,135,259,611,475,963,826,1639,1509,2884
USA,2004,1,short,4,4,76,10,5,6,9,17,26,41,67,106,179,289,446,701,1018,1468,2116,3313,5636,4855,7654,7168,10055,9582,14592
USA,2004,1,short,4,5,1,1,0,1,5,14,26,32,57,92,128,151,145,158,185,337,726,1831,6212,4406,10878,9440,17968,17249,24857
USA,2004,1,short,4,6,113,22,13,17,26,27,28,28,37,58,85,121,176,268,466,943,2095,4633,10656,8911,15164,14206,19888,19970,19093
USA,2004,1,short,4,7,117,12,3,8,23,44,81,147,283,573,1062,1736,2581,4030,5897,9108,14997,27104,63368,49465,99300,88547,152327,144570,226620
USA,2004,1,short,4,8,36,3,2,2,4,7,12,17,38,77,130,213,300,522,894,1571,2990,5793,13122,10621,19585,17987,27464,26702,34766
USA,2004,1,short,4,9,13,0,0,1,1,5,8,11,17,29,49,73,106,195,326,583,944,1695,3684,2960,5555,5005,8267,7889,11888
USA,2004,1,short,4,10,104,8,2,3,4,7,8,13,18,29,44,72,100,173,297,582,1177,2656,7982,5620,14086,11695,25877,23501,48634
USA,2004,1,short,4,11,83,11,5,6,8,10,13,16,26,48,94,188,376,840,1611,2959,4973,7966,14467,12522,19494,18027,26729,25966,34044
USA,2004,1,short,4,12,149,8,2,2,4,9,17,41,93,194,339,507,546,634,779,1040,1477,2184,4184,3459,6056,5600,8305,7943,11773
USA,2004,1,short,4,13,8,1,0,1,3,4,4,5,10,13,22,34,42,70,93,152,263,451,989,769,1558,1360,2537,2501,2882
USA,2004,1,short,4,14,62,2,1,1,1,4,6,8,18,32,54,91,145,232,404,689,1318,2585,6259,4825,9967,8950,14983,14215,22337
USA,2004,1,short,4,15,6255,46,13,10,14,13,13,12,13,14,18,20,24,22,23,27,37,40,79,74,92,91,100,92,180
USA,2004,1,short,4,16,431,156,79,124,735,1156,1045,883,905,975,1009,930,779,756,800,1000,1448,2438,4774,3876,7098,6538,9856,9456,13694
USA,2005,1,short,4,0,7797,342,157,212,895,1456,1449,1519,1926,2961,4462,6645,9199,13936,20456,32056,50338,84099,175632,142628,260906,237345,378594,365385,507435
USA,2005,1,short,4,1,224,14,5,5,8,16,40,76,152,246,324,399,367,369,479,715,1076,1806,3457,2930,4817,4458,6613,6388,8805
USA,2005,1,short,4,2,34,32,29,29,43,59,82,115,189,419,869,1693,2895,4893,7462,10975,14998,20379,28780,26695,34167,33246,38771,39100,35558
USA,2005,1,short,4,3,29,6,1,2,3,5,7,8,13,16,20,26,33,39,59,88,141,276,593,456,947,777,1797,1817,1600
USA,2005,1,short,4,4,64,11,6,7,11,18,27,45,70,116,186,294,476,719,1008,1493,2162,3259,5846,5044,7917,7400,10500,10082,14579
USA,2005,1,short,4,5,1,0,0,1,6,16,25,30,51,97,129,157,151,170,194,351,811,2166,7134,5075,12456,10830,20575,19951,26668
USA,2005,1,short,4,6,113,22,13,15,29,29,29,28,44,61,88,128,185,278,473,995,2218,4860,11246,9329,16199,15169,21342,21233,22402
USA,2005,1,short,4,7,101,10,5,8,25,49,87,148,286,571,1040,1751,2567,3931,5586,8807,14449,26009,63472,48953,100986,90128,155222,147895,226695
USA,2005,1,short,4,8,37,5,3,3,3,6,11,20,35,72,124,217,302,498,836,1476,2739,5337,12242,9958,18145,16858,24573,24103,29159
USA,2005,1,short,4,9,12,1,1,1,2,3,6,11,18,30,50,75,113,197,332,557,943,1602,3573,2775,5636,5038,8623,8176,12979
USA,2005,1,short,4,10,94,9,3,3,5,7,9,13,19,33,53,77,108,175,294,585,1190,2654,8098,5603,14543,12404,25231,23462,42495
USA,2005,1,short,4,11,108,11,5,5,8,9,12,15,23,46,103,201,386,867,1663,3025,5082,8062,14605,12443,20192,18822,27033,26615,31114
USA,2005,1,short,4,12,131,9,2,3,4,9,18,34,81,184,336,506,578,656,766,1034,1421,2172,4221,3391,6368,5780,9302,8861,13599
USA,2005,1,short,4,13,5,1,0,1,2,3,3,6,9,15,21,35,47,66,96,155,262,454,1014,798,1573,1332,2774,2530,5156
USA,2005,1,short,4,14,52,2,0,1,2,4,7,12,17,31,57,87,147,252,383,732,1324,2572,6437,5011,10121,8905,16193,15319,24713
USA,2005,1,short,4,15,6364,39,10,11,17,15,14,12,13,13,16,19,25,26,16,20,28,50,83,69,118,112,146,125,356
USA,2005,1,short,4,16,427,168,73,117,728,1208,1072,946,907,1011,1044,981,819,801,809,1050,1493,2439,4831,4098,6722,6086,9899,9729,11558
USA,2006,1,short,4,0,7714,313,155,193,886,1498,1505,1550,1926,2898,4379,6576,9156,13494,19928,30506,48599,81022,168275,136360,252160,229018,367902,353668,508136
USA,2006,1,short,4,1,204,14,5,5,8,17,38,68,137,229,297,389,387,375,480,678,1112,1778,3445,2940,4770,4491,6166,6024,7565
USA,2006,1,short,4,2,36,30,29,25,40,58,78,113,185,392,839,1659,2870,4771,7297,10505,14647,20176,27876,25804,33322,32358,38144,38085,38727
USA,2006,1,short,4,3,29,6,2,2,3,5,8,7,9,16,17,23,31,40,52,77,133,227,523,379,901,782,1497,1421,2247
USA,2006,1,short,4,4,63,9,5,5,9,17,28,44,66,115,183,294,456,705,986,1413,2052,3105,5362,4715,7065,6564,9570,9295,12276
USA,2006,1,short,4,5,0,0,0,0,6,16,26,35,47,97,128,161,163,184,243,464,1075,2847,9248,6626,16141,14128,26205,25162,36480
USA,2006,1,short,4,6,108,19,12,15,27,33,30,30,41,61,83,125,181,286,476,1040,2277,4726,11365,9366,16620,15498,22233,21892,25587
USA,2006,1,short,4,7,94,12,5,9,21,46,86,160,277,557,1022,1706,2520,3757,5400,8293,13631,24587,59370,45591,95589,84842,149338,141893,222694
USA,2006,1,short,4,8,42,3,3,3,3,7,11,19,39,71,123,214,313,487,805,1390,2569,4821,11127,8998,16723,15427,23201,22731,27834
USA,2006,1,short,4,9,16,0,1,1,2,4,7,10,18,28,48,70,107,167,283,470,813,1339,3056,2409,4757,4181,7641,7240,11583
USA,2006,1,short,4,10,102,10,2,2,4,7,9,10,15,29,44,72,95,163,277,519,1076,2340,7031,4938,12534,10595,22232,20593,38384
USA,2006,1,short,4,11,107,11,6,7,7,9,13,16,24,48,90,195,380,804,1529,2804,4773,7760,13864,11857,19138,17983,24911,23930,34578
USA,2006,1,short,4,12,94,7,2,3,4,9,20,37,83,177,324,504,576,647,756,1000,1389,2100,3989,3226,5995,5466,8641,8321,11798
USA,2006,1,short,4,13,8,1,0,1,2,4,4,6,8,14,22,32,47,66,106,150,235,378,905,705,1429,1228,2433,2294,3803
USA,2006,1,short,4,14,58,1,0,2,1,4,5,13,18,34,55,96,147,244,401,725,1320,2492,6340,4879,10180,8974,16211,15593,22302
USA,2006,1,short,4,15,6282,37,10,9,13,14,15,12,13,12,17,19,26,26,19,22,30,46,81,64,124,111,188,171,347
USA,2006,1,short,4,16,471,153,74,106,735,1247,1126,968,944,1019,1086,1016,857,771,819,956,1469,2299,4692,3863,6872,6388,9291,9023,11931
USA,2007,1,short,4,0,7714,323,151,194,844,1458,1466,1524,1893,2800,4259,6439,9117,13123,19513,29689,47157,78198,164262,132951,246972,223489,364310,350072,508307
USA,2007,1,short,4,1,225,13,5,5,6,18,37,61,123,209,275,366,392,379,482,711,1046,1751,3399,2879,4772,4489,6185,6059,7454
USA,2007,1,short,4,2,31,28,28,26,37,58,75,108,178,381,816,1633,2832,4636,7178,10277,14482,19740,27867,25810,33302,32367,37971,37565,42078
USA,2007,1,short,4,3,33,4,2,3,3,5,8,9,12,16,18,25,28,37,59,89,144,260,594,460,948,836,1511,1412,2505
USA,2007,1,short,4,4,73,11,6,4,9,19,30,45,73,107,178,291,455,663,977,1392,1951,3058,5273,4573,7119,6651,9462,8994,14193
USA,2007,1,short,4,5,0,1,1,1,4,9,18,22,36,61,97,122,140,156,221,414,1053,2698,9190,6559,16141,14073,26475,25394,37407
USA,2007,1,short,4,6,108,19,12,18,23,32,27,29,41,56,90,129,186,286,488,1010,2281,4767,11378,9247,17004,15859,22728,22647,23545
USA,2007,1,short,4,7,118,11,6,7,21,45,85,144,272,546,982,1641,2458,3595,5141,7814,12862,23097,56878,43273,92815,82021,146752,139732,217750
USA,2007,1,short,4,8,38,3,2,2,4,7,9,17,39,70,127,205,311,465,778,1363,2497,4532,10676,8681,15945,14562,22851,22452,26884
USA,2007,1,short,4,9,19,0,1,1,2,4,5,11,21,32,45,68,104,176,278,457,732,1240,2797,2197,4383,3939,6604,6316,9519
USA,2007,1,short,4,10,87,9,3,3,2,7,9,11,15,28,43,66,95,152,242,463,940,2059,6482,4498,11723,9763,21518,19369,43252
USA,2007,1,short,4,11,105,12,5,7,8,11,14,17,24,47,101,203,390,800,1549,2809,4742,7701,13837,11951,18821,17431,25768,25311,30392
USA,2007,1,short,4,12,105,7,3,3,5,8,21,39,80,180,329,514,612,661,775,980,1370,2020,3862,3202,5604,5105,8099,7837,10747
USA,2007,1,short,4,13,4,1,0,1,2,3,5,7,9,14,23,31,45,64,99,148,237,409,893,705,1389,1235,2163,1997,3840
USA,2007,1,short,4,14,42,2,1,1,1,4,6,11,18,30,52,89,146,235,398,728,1313,2516,6275,4872,9981,8920,15282,14432,23878
USA,2007,1,short,4,15,6237,41,10,10,11,12,14,12,12,13,17,17,24,24,19,18,30,39,59,59,59,53,89,81,167
USA,2007,1,short,4,16,487,159,66,103,706,1214,1103,982,940,1012,1067,1039,898,795,827,1016,1475,2311,4803,3985,6964,6186,10853,10473,14697
USA,2008,1,short,4,0,7444,327,137,178,786,1390,1429,1511,1841,2694,4200,6398,9152,13063,19383,29570,47058,76795,164596,132691,248049,224777,364394,349517,519298
USA,2008,1,short,4,1,203,14,4,3,6,15,37,57,99,181,253,354,416,412,481,683,1109,1775,3489,2954,4891,4567,6508,6318,8487
USA,2008,1,short,4,2,37,31,26,24,40,60,79,110,183,365,825,1626,2817,4521,7063,10156,14201,19155,27181,25135,32533,31606,37165,37207,36730
USA,2008,1,short,4,3,21,7,2,2,3,6,7,8,10,14,17,24,31,42,60,85,144,258,593,439,994,877,1579,1431,3115
USA,2008,1,short,4,4,64,12,5,7,9,23,27,42,70,110,177,283,448,665,952,1356,1942,2874,5263,4557,7109,6616,9573,9217,13281
USA,2008,1,short,4,5,0,1,0,1,3,8,15,19,33,57,86,122,141,164,234,469,1216,3105,10399,7429,18170,15761,30215,28897,43943
USA,2008,1,short,4,6,113,20,10,15,26,36,27,34,38,59,93,129,182,281,513,1065,2407,4964,12095,9772,18173,17120,23441,23173,26235
USA,2008,1,short,4,7,110,13,5,7,22,47,83,149,265,524,967,1626,2430,3541,5059,7673,12598,22020,56137,42568,91631,81005,144756,137430,221037
USA,2008,1,short,4,8,34,4,2,2,4,6,10,21,36,69,118,195,294,440,757,1290,2347,4488,10294,8350,15376,14104,21736,20989,29515
USA,2008,1,short,4,9,19,0,0,1,2,3,6,10,20,25,41,59,94,142,254,420,697,1093,2520,2011,3852,3495,5638,5109,11150
USA,2008,1,short,4,10,76,12,3,2,3,9,9,13,18,30,46,73,105,172,269,501,1012,2052,6381,4395,11574,9604,21418,19727,39025
USA,2008,1,short,4,11,91,11,6,5,7,11,13,17,25,46,94,210,416,835,1616,2942,5016,7933,14585,12536,19945,18596,26692,25697,37056
USA,2008,1,short,4,12,77,8,3,2,4,9,20,45,83,178,324,513,618,689,770,1000,1388,1980,3881,3220,5612,5085,8247,7839,12501
USA,2008,1,short,4,13,4,1,0,1,1,3,4,6,10,13,20,30,46,64,102,157,230,395,898,712,1385,1220,2212,2062,3771
USA,2008,1,short,4,14,40,2,1,0,1,4,6,11,18,32,51,93,153,239,407,707,1273,2393,5980,4631,9509,8443,14835,14480,18529
USA,2008,1,short,4,15,6058,39,10,8,13,14,10,12,12,13,15,20,22,29,20,22,25,31,71,66,84,72,140,154,0
USA,2008,1,short,4,16,495,154,59,97,641,1137,1074,959,922,978,1073,1040,938,828,825,1044,1454,2282,4828,3917,7212,6606,10238,9788,14922
USA,2009,1,short,4,0,7218,301,136,175,719,1292,1376,1485,1842,2656,4121,6347,9132,12769,18905,28422,45247,73048,157675,126742,238016,214602,353801,339796,502118
USA,2009,1,short,4,1,211,13,4,3,8,16,35,55,96,159,229,334,420,408,486,681,1095,1715,3344,2831,4675,4272,6669,6547,7967
USA,2009,1,short,4,2,38,27,29,24,35,61,78,115,191,359,790,1614,2801,4438,6880,9801,13933,18594,26743,24772,31863,31116,35556,35609,34994
USA,2009,1,short,4,3,26,5,2,3,3,6,7,8,11,13,18,25,35,39,58,93,141,200,555,419,908,762,1628,1561,2343
USA,2009,1,short,4,4,57,10,4,6,9,18,32,46,68,119,179,292,435,673,931,1316,1851,2736,5036,4301,6944,6432,9480,9077,13748
USA,2009,1,short,4,5,0,0,0,1,2,9,13,20,29,52,84,116,140,157,227,510,1212,3017,10534,7407,18656,16174,30931,29308,48117
USA,2009,1,short,4,6,105,18,11,13,24,32,32,34,42,60,95,132,195,295,510,1032,2297,4723,11758,9490,17650,16389,23884,23484,28120
USA,2009,1,short,4,7,109,10,4,7,20,44,80,147,274,520,949,1588,2382,3434,4907,7356,11945,20903,53434,40423,87226,76661,139475,132832,209822
USA,2009,1,short,4,8,45,3,2,3,4,6,10,20,38,65,121,194,290,430,719,1265,2287,4038,9456,7584,14318,13004,20818,20247,26871
USA,2009,1,short,4,9,12,1,0,0,2,4,5,11,20,29,44,63,96,144,240,380,617,1021,2343,1827,3682,3136,6381,6113,9217
USA,2009,1,short,4,10,92,10,6,6,8,13,22,22,30,44,58,88,121,159,271,472,937,1807,5538,3807,10036,8287,18681,17111,35308
USA,2009,1,short,4,11,90,11,6,6,7,14,15,17,25,44,99,215,407,793,1555,2752,4679,7500,13730,11866,18572,17310,24814,24206,31245
USA,2009,1,short,4,12,72,6,2,2,5,12,25,44,85,172,321,513,656,677,779,929,1284,1893,3851,3126,5734,5233,8211,7703,13591
USA,2009,1,short,4,13,4,1,1,1,2,4,4,8,7,14,19,32,48,62,96,151,233,343,811,664,1193,1016,2066,1922,3593
USA,2009,1,short,4,14,39,1,0,1,1,4,7,11,18,34,52,92,146,231,386,708,1272,2297,5808,4385,9505,8374,15095,14293,23590
USA,2009,1,short,4,15,5825,34,11,10,12,13,13,12,13,15,18,18,22,22,21,16,25,34,63,54,86,74,146,130,312
USA,2009,1,short,4,16,493,151,54,90,578,1035,998,917,895,958,1045,1031,936,806,838,959,1438,2225,4670,3786,6968,6361,9967,9654,13279
USA,2010,1,short,4,0,6778,297,128,164,698,1255,1352,1469,1761,2481,4027,6133,9062,12601,18596,28104,44770,72280,157731,125641,239298,215847,354713,340719,503666
USA,2010,1,short,4,1,207,11,4,4,5,17,28,48,74,135,219,303,404,404,472,657,1030,1648,3259,2775,4488,4109,6355,6311,6814
USA,2010,1,short,4,2,29,29,25,25,35,61,78,109,184,341,771,1580,2758,4380,6781,9777,13672,18241,26724,24587,32154,30934,38161,38017,39700
USA,2010,1,short,4,3,27,5,2,1,4,6,6,8,12,12,18,23,30,41,57,83,135,215,592,423,1020,907,1578,1490,2519
USA,2010,1,short,4,4,55,9,4,7,8,18,27,43,67,106,185,277,459,649,914,1266,1896,2701,5058,4233,7155,6635,9714,9318,13925
USA,2010,1,short,4,5,0,0,0,0,2,8,15,23,30,53,89,120,146,172,272,505,1362,3370,11809,8245,20866,18312,33433,31772,51105
USA,2010,1,short,4,6,98,19,11,13,23,31,30,34,37,58,89,130,191,298,503,1031,2410,4894,11997,9602,18086,16755,24636,24432,26812
USA,2010,1,short,4,7,103,11,3,6,22,45,78,148,264,489,931,1541,2348,3320,4727,7092,11630,20246,52300,39104,85842,75366,137396,130876,206804
USA,2010,1,short,4,8,33,3,3,3,5,5,8,18,35,67,116,187,283,424,705,1217,2211,3973,9307,7370,14231,13066,19967,19421,25775
USA,2010,1,short,4,9,12,0,0,0,2,3,7,12,19,30,43,60,93,143,239,365,612,983,2282,1728,3688,3289,5654,5323,9184
USA,2010,1,short,4,10,75,8,2,2,3,7,10,13,17,27,41,60,99,148,254,459,874,1765,5381,3729,9581,8106,16842,15210,34220
USA,2010,1,short,4,11,106,12,7,6,7,10,14,19,23,38,88,199,396,764,1554,2824,4673,7379,13727,11710,18854,17451,25761,24785,36145
USA,2010,1,short,4,12,62,5,2,3,5,10,21,45,89,170,326,499,672,691,785,939,1308,1881,3699,3049,5351,4866,7737,7476,10517
USA,2010,1,short,4,13,5,0,1,1,2,3,4,5,8,12,20,32,43,67,96,145,231,379,805,621,1272,1167,1788,1747,2222
USA,2010,1,short,4,14,37,1,1,1,1,2,4,9,19,28,50,86,150,241,405,721,1266,2377,5912,4494,9515,8423,14886,14058,23701
USA,2010,1,short,4,15,5466,33,9,7,12,12,12,11,12,13,15,19,23,22,18,20,24,37,65,59,79,79,75,68,148
USA,2010,1,short,4,16,464,148,56,85,562,1017,1010,926,872,903,1025,1016,966,838,815,1004,1434,2193,4816,3911,7116,6382,10729,10415,14073
USA,2011,1,short,4,0,6590,291,133,170,685,1265,1367,1498,1776,2473,3976,6171,9088,12639,18282,27847,43953,72006,156140,123284,236333,213053,353094,340060,491387
USA,2011,1,short,4,1,163,9,4,4,4,14,27,48,65,116,201,300,405,420,470,672,1039,1629,3251,2663,4686,4302,6610,6213,10824
USA,2011,1,short,4,2,38,27,26,25,37,54,71,105,181,332,733,1535,2756,4330,6545,9620,13374,17933,25902,23826,30968,30144,35100,35060,35524
USA,2011,1,short,4,3,27,4,3,2,3,6,7,9,10,13,16,26,32,45,54,93,141,242,534,392,881,715,1713,1665,2220
USA,2011,1,short,4,4,59,9,5,5,9,17,30,50,70,109,190,302,465,677,975,1366,1909,2837,5294,4432,7398,6865,10070,9633,14709
USA,2011,1,short,4,5,0,0,0,0,2,10,16,22,33,56,86,122,146,176,273,572,1454,3744,12919,8874,22793,19965,36976,35675,50788
USA,2011,1,short,4,6,100,17,10,15,23,27,30,32,40,58,87,133,189,298,523,1036,2444,4926,11956,9457,18057,16757,24577,24173,28865
USA,2011,1,short,4,7,84,11,4,6,20,42,77,143,266,494,922,1519,2303,3278,4662,6933,11245,19788,50844,37663,83014,73169,132392,126363,196364
USA,2011,1,short,4,8,38,4,2,3,4,6,9,19,30,60,113,181,281,435,668,1186,2188,3901,8891,7054,13377,12078,19887,19407,24979
USA,2011,1,short,4,9,16,0,0,0,1,4,5,12,20,30,41,63,102,146,232,348,559,924,2125,1614,3372,2960,5438,5022,9853
USA,2011,1,short,4,10,80,10,3,3,4,8,13,16,20,27,46,74,112,162,256,469,874,1772,5637,3856,9984,8182,19024,17652,33581
USA,2011,1,short,4,11,102,11,6,6,8,12,14,18,21,43,95,208,414,777,1536,2764,4622,7492,13880,11802,18951,17453,26463,25544,36219
USA,2011,1,short,4,12,61,5,2,3,4,11,21,43,86,159,318,508,682,724,778,956,1292,1927,3731,2968,5596,5027,8447,8315,9854
USA,2011,1,short,4,13,4,1,0,1,1,2,3,6,9,12,18,33,44,65,95,146,232,385,827,639,1288,1130,2078,1960,3330
USA,2011,1,short,4,14,24,1,1,0,1,4,6,9,17,28,46,79,134,226,359,639,1144,2141,5519,4160,8836,7914,13462,12899,19427
USA,2011,1,short,4,15,5348,37,12,9,12,13,11,11,12,13,14,18,24,22,21,19,22,30,66,61,77,72,106,90,278
USA,2011,1,short,4,16,446,146,56,88,551,1034,1029,955,895,922,1048,1069,1001,859,835,1028,1413,2335,4763,3824,7056,6319,10750,10390,14573
USA,2012,1,short,4,0,6539,292,126,162,659,1235,1381,1512,1785,2452,3860,6126,9128,12795,18065,27391,43130,70774,153553,119821,233381,208938,357016,343196,502550
USA,2012,1,short,4,1,164,13,4,3,4,13,31,44,59,102,189,282,405,450,485,645,1019,1585,3165,2630,4431,4110,6056,5820,8542
USA,2012,1,short,4,2,34,31,27,27,37,51,74,106,171,327,723,1527,2736,4289,6426,9480,13109,17607,25222,22997,30489,29353,36235,36297,35591
USA,2012,1,short,4,3,23,4,2,2,3,5,7,8,11,14,18,26,31,41,65,89,148,235,566,420,911,798,1482,1376,2588
USA,2012,1,short,4,4,51,11,6,4,8,18,29,43,70,113,190,288,460,689,962,1333,1901,2861,5155,4302,7172,6638,9876,9732,11389
USA,2012,1,short,4,5,0,0,0,0,2,10,17,24,27,53,80,123,161,202,283,596,1568,3922,13754,9426,23997,20903,39643,37902,57979
USA,2012,1,short,4,6,95,16,11,12,24,30,27,32,39,58,87,138,196,312,509,1057,2345,4946,11868,9281,17991,16471,25676,25079,31967
USA,2012,1,short,4,7,102,11,3,6,19,40,78,141,266,477,876,1512,2314,3357,4610,6810,10984,19280,50020,36517,81977,71513,134904,127841,209283
USA,2012,1,short,4,8,27,5,1,3,3,6,9,19,35,61,112,175,282,426,657,1165,2075,3792,8717,6739,13399,11955,20705,20238,25626
USA,2012,1,short,4,9,14,0,0,1,1,4,7,12,19,29,45,59,98,134,212,334,540,880,2088,1575,3301,2913,5264,4793,10224
USA,2012,1,short,4,10,65,10,2,2,3,6,8,13,13,23,36,60,102,154,240,429,816,1718,5169,3501,9117,7625,16662,15491,28989
USA,2012,1,short,4,11,83,10,5,5,7,10,14,18,23,42,88,207,413,775,1487,2709,4525,7265,13455,11219,18747,17106,27046,26493,32874
USA,2012,1,short,4,12,59,5,2,2,5,10,23,47,83,167,315,517,695,758,793,941,1294,1834,3479,2829,5019,4525,7514,7257,10224
USA,2012,1,short,4,13,3,0,0,1,2,3,4,6,8,12,18,28,50,66,96,145,246,374,820,632,1265,1145,1868,1812,2459
USA,2012,1,short,4,14,30,1,0,0,1,3,6,9,16,29,49,84,137,225,359,636,1137,2142,5192,3913,8219,7252,13111,12377,20838
USA,2012,1,short,4,15,5312,39,9,9,11,12,12,11,11,12,15,19,26,27,24,20,24,33,64,44,112,101,166,145,388
USA,2012,1,short,4,16,476,137,54,84,530,1016,1035,980,933,933,1021,1081,1022,889,857,1005,1400,2299,4818,3797,7235,6529,10806,10542,13590
USA,2013,1,short,4,0,6510,286,132,161,623,1209,1373,1542,1795,2467,3864,6097,9166,12960,18031,27438,43071,71167,151937,117988,230807,206973,350295,335768,504984
USA,2013,1,short,4,1,156,11,4,3,5,15,31,41,61,101,182,271,387,479,512,677,1017,1644,3151,2602,4425,4147,5820,5652,7607
USA,2013,1,short,4,2,31,26,26,24,37,46,74,109,175,322,707,1464,2686,4232,6269,9194,12751,17447,24680,22440,29883,28956,34526,34393,35947
USA,2013,1,short,4,3,26,4,2,1,3,5,6,9,11,12,21,26,33,43,59,84,132,231,517,384,825,697,1471,1402,2208
USA,2013,1,short,4,4,56,10,5,5,10,18,31,46,72,120,194,302,472,688,960,1351,1965,2879,5034,4111,7177,6581,10169,9879,13250
USA,2013,1,short,4,5,0,0,0,0,2,9,16,25,37,53,81,129,163,213,290,625,1542,4139,13959,9587,24115,20859,40441,39158,54104
USA,2013,1,short,4,6,103,15,13,13,25,30,33,34,40,63,93,137,200,318,516,1092,2446,4989,11665,9197,17401,15963,24608,23728,33983
USA,2013,1,short,4,7,93,13,3,6,18,39,75,143,253,490,888,1520,2332,3371,4654,6859,11043,19367,49380,35733,81084,70977,131754,124724,206611
USA,2013,1,short,4,8,31,3,2,2,3,5,9,17,32,62,109,177,283,440,652,1154,2094,3815,8390,6418,12971,11671,19491,18671,28218
USA,2013,1,short,4,9,11,1,0,0,2,3,7,12,19,28,46,61,95,142,211,328,521,884,1974,1487,3105,2643,5426,4990,10061
USA,2013,1,short,4,10,73,9,4,3,4,6,9,15,19,28,45,75,123,177,273,473,869,1782,5354,3640,9337,7769,17194,15767,32390
USA,2013,1,short,4,11,85,12,6,6,5,11,15,18,28,42,91,213,431,811,1475,2811,4582,7273,13428,11165,18685,17158,26338,25343,36928
USA,2013,1,short,4,12,56,6,2,3,5,9,24,52,89,164,314,503,693,799,810,966,1283,1870,3495,2876,4932,4517,7010,6885,8343
USA,2013,1,short,4,13,5,1,1,1,2,3,3,7,8,14,21,30,48,66,92,144,225,366,789,587,1258,1116,1974,1906,2699
USA,2013,1,short,4,14,32,1,0,1,1,3,5,10,16,27,45,87,137,239,362,644,1146,2107,5231,3852,8434,7445,13390,12896,18648
USA,2013,1,short,4,15,5279,34,10,8,10,12,9,14,13,13,15,21,25,26,20,18,27,30,65,54,92,79,155,112,613
USA,2013,1,short,4,16,472,140,53,84,492,994,1025,990,923,925,1010,1080,1058,914,876,1019,1427,2345,4826,3854,7083,6395,10529,10262,13375
USA,2014,1,short,4,0,6360,267,129,168,633,1221,1400,1585,1862,2475,3799,6088,9213,13126,17943,27337,42583,70255,147973,113943,224538,200902,341984,327614,495458
USA,2014,1,short,4,1,152,10,4,4,4,13,28,40,58,91,166,273,380,490,520,693,992,1531,2953,2389,4221,3841,6111,5932,8030
