country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
USA,1979,1,short,4,0,14757,711,368,399,1438,1998,1936,1912,2451,3679,5953,9568,14451,22590,33318,50596,72713,110799,186011,161994,249558,233145,327116,320565,378901
USA,1979,1,short,4,1,253,34,7,6,9,11,15,19,26,40,67,93,132,196,297,446,692,1036,1792,1546,2442,2278,3217,3092,4198
USA,1979,1,short,4,2,51,57,57,50,70,88,121,167,305,641,1350,2579,4162,6656,9571,13376,16691,21126,25165,24860,25973,26042,25645,26358,20009
USA,1979,1,short,4,3,52,13,3,4,5,8,8,8,12,14,15,21,36,47,68,115,164,316,554,465,791,731,1075,1099,881
USA,1979,1,short,4,4,127,15,8,9,10,15,22,29,47,77,112,179,284,447,671,1010,1492,2242,3486,3070,4588,4398,5490,5050,8976
USA,1979,1,short,4,5,4,3,3,2,9,19,34,44,54,83,97,116,126,145,162,220,364,907,1862,1511,2790,2596,3709,3461,5666
USA,1979,1,short,4,6,338,56,21,19,35,32,32,36,45,60,81,118,166,250,369,540,814,1009,1370,1356,1408,1317,1836,1685,3029
USA,1979,1,short,4,7,173,20,6,9,21,42,77,163,428,1021,2105,3716,6005,9520,14036,21625,31710,49289,88447,75168,123582,114508,166461,162005,201685
USA,1979,1,short,4,8,42,4,3,4,6,13,21,33,67,125,211,357,582,1084,1949,3868,6929,12803,24019,20719,32748,30909,41441,41206,43300
USA,1979,1,short,4,9,11,1,0,1,3,4,7,11,21,36,67,129,236,473,848,1491,2362,4225,9179,7123,14620,12728,23560,22692,30425
USA,1979,1,short,4,10,326,29,8,5,7,8,13,18,30,39,55,92,134,203,357,681,1249,3023,7277,5771,11262,10077,16861,16053,23247
USA,1979,1,short,4,11,163,17,4,5,8,13,16,19,31,61,126,257,514,1099,1954,3326,4690,6383,7854,7444,8938,8538,10828,10986,9581
USA,1979,1,short,4,12,172,11,3,3,5,17,48,101,200,346,516,712,847,1057,1292,1553,1954,2743,4568,4073,5878,5546,7447,7459,7356
USA,1979,1,short,4,13,11,2,1,1,2,3,3,7,7,11,19,33,44,77,123,173,291,414,818,692,1151,1068,1544,1624,909
USA,1979,1,short,4,14,96,4,2,2,4,6,11,14,19,33,46,75,118,217,392,713,1330,2522,5068,4224,7302,6836,9506,9496,9580
USA,1979,1,short,4,15,12488,92,18,17,20,17,15,13,17,15,20,22,22,23,27,39,40,44,66,49,113,107,144,93,548
USA,1979,1,short,4,16,449,354,223,262,1224,1703,1493,1229,1143,1080,1065,1067,1044,1096,1200,1420,1942,2716,4484,3922,5971,5467,8353,8206,9511
USA,1980,1,short,4,0,14227,722,353,383,1423,2030,1950,1939,2441,3621,5843,9454,14651,22209,33819,50675,74129,113510,194391,168259,262358,243075,351925,342412,427350
USA,1980,1,short,4,1,243,34,9,5,9,10,14,16,30,37,61,101,154,208,326,504,712,1167,2123,1792,2984,2726,4182,3935,6137
USA,1980,1,short,4,2,60,60,59,49,68,99,122,169,308,645,1336,2553,4289,6627,9735,13326,17053,21356,25794,25125,27534,27545,27481,27685,25867
USA,1980,1,short,4,3,47,12,5,2,4,7,7,10,10,12,14,24,29,45,69,109,177,314,554,483,737,651,1137,1037,1930
USA,1980,1,short,4,4,122,15,11,9,8,13,21,34,50,70,109,182,296,439,691,1044,1564,2318,3776,3308,4992,4511,7223,6846,10207
USA,1980,1,short,4,5,5,4,1,2,6,19,39,45,65,74,111,127,136,145,176,242,391,941,2107,1737,3069,2866,4014,3897,4937
USA,1980,1,short,4,6,309,65,21,21,35,36,30,36,49,55,75,121,170,249,377,604,849,1155,1462,1352,1747,1671,2101,2073,2326
USA,1980,1,short,4,7,178,26,7,10,26,44,73,158,421,999,2015,3617,5979,9192,14131,21490,31957,50513,91855,77837,128315,118364,174538,169795,212141
USA,1980,1,short,4,8,43,4,3,3,7,15,19,33,59,118,196,350,547,1024,1904,3703,6867,12703,23760,20327,32688,30162,44421,43290,53384
USA,1980,1,short,4,9,10,0,1,1,2,4,6,11,20,36,67,126,243,477,844,1450,2352,4178,9127,7191,14162,12362,22520,21312,32105
USA,1980,1,short,4,10,293,25,6,4,5,9,14,17,31,44,67,94,146,231,407,745,1471,3534,8854,6844,14083,12559,21158,20135,29269
USA,1980,1,short,4,11,166,16,4,7,10,14,17,22,28,59,129,264,542,1131,2099,3496,5142,6792,9113,8691,10211,9848,11900,11850,12294
USA,1980,1,short,4,12,161,10,3,4,8,15,45,101,194,332,508,715,875,1081,1330,1624,2016,2822,4880,4246,6530,5991,9034,9344,6576
USA,1980,1,short,4,13,10,2,1,1,2,3,4,6,6,14,20,28,44,80,125,196,276,442,847,725,1165,1053,1683,1592,2402
USA,1980,1,short,4,14,92,3,1,2,2,5,9,14,21,30,51,69,119,217,401,720,1331,2483,5416,4440,7956,7201,11462,11117,14191
USA,1980,1,short,4,15,12019,92,21,15,17,17,15,17,17,16,21,24,29,27,31,37,46,63,49,38,80,73,114,88,318
USA,1980,1,short,4,16,469,353,201,247,1213,1721,1516,1251,1132,1080,1065,1060,1054,1035,1170,1384,1924,2729,4673,4122,6107,5493,8958,8415,13265
USA,1981,1,short,4,0,13245,687,338,366,1290,1865,1909,1923,2389,3521,5756,9143,14316,21666,32921,49449,72352,111939,189488,164664,253554,234152,342757,336168,394487
USA,1981,1,short,4,1,236,32,7,6,8,12,20,25,27,43,72,105,154,216,319,469,753,1230,2122,1803,2946,2673,4204,3799,7381
USA,1981,1,short,4,2,50,62,50,44,64,83,115,164,296,642,1324,2528,4286,6568,9712,13343,16844,21487,25854,25367,27112,27312,26194,26829,21204
USA,1981,1,short,4,3,35,10,4,4,4,6,6,8,9,14,17,21,34,51,70,115,196,310,557,448,839,796,1038,1056,891
USA,1981,1,short,4,4,114,18,9,11,9,15,21,33,46,72,113,184,280,430,668,1005,1514,2248,3742,3275,4947,4597,6554,6668,5658
USA,1981,1,short,4,5,5,4,2,4,6,16,35,48,56,76,100,114,137,144,178,237,415,1022,2198,1880,3020,2819,3944,3902,4276
USA,1981,1,short,4,6,317,58,20,18,33,33,34,36,44,61,85,112,168,255,387,586,929,1225,1549,1487,1708,1620,2111,2108,2134
USA,1981,1,short,4,7,166,23,10,9,20,40,73,159,416,955,2017,3473,5765,8909,13625,20814,30886,49683,88643,75026,123784,113145,172700,168887,202633
USA,1981,1,short,4,8,31,4,3,3,6,12,19,34,65,108,200,324,536,972,1783,3450,6334,11826,22273,19131,30381,27802,42237,42110,43230
USA,1981,1,short,4,9,12,0,1,0,1,4,7,9,17,34,53,116,228,453,809,1366,2266,3969,8635,6786,13405,11743,21049,20022,29112
USA,1981,1,short,4,10,247,23,6,3,6,8,13,18,29,39,57,83,147,224,394,691,1459,3458,8694,6808,13560,11936,21025,19433,33521
USA,1981,1,short,4,11,157,18,6,7,9,12,18,18,32,62,120,264,529,1101,2081,3556,5300,6934,9437,8924,10761,10527,11835,11505,14423
USA,1981,1,short,4,12,148,11,4,3,5,17,41,95,184,312,467,662,829,1019,1292,1523,2023,2857,4892,4318,6374,6083,7708,7876,6391
USA,1981,1,short,4,13,11,2,0,1,2,3,4,5,8,14,15,32,45,80,117,185,287,469,813,720,1052,940,1565,1656,855
USA,1981,1,short,4,14,95,2,2,1,3,6,11,11,22,26,45,70,119,210,374,738,1291,2502,5328,4553,7328,6335,11895,11800,12642
USA,1981,1,short,4,15,11236,86,19,14,18,17,16,15,18,16,20,22,25,19,26,34,43,42,78,59,125,93,275,167,1117
USA,1981,1,short,4,16,384,334,196,238,1096,1581,1478,1244,1118,1047,1051,1033,1033,1016,1087,1338,1813,2677,4675,4079,6213,5732,8424,8348,9021
USA,1982,1,short,4,0,12953,633,331,344,1231,1739,1771,1862,2277,3316,5488,8846,13924,21272,32475,48599,71855,109001,185321,160404,247883,229263,333206,324148,402790
USA,1982,1,short,4,1,234,29,6,3,9,11,13,22,29,42,62,103,154,225,313,518,795,1225,2380,2055,3195,2821,4910,4818,5617
USA,1982,1,short,4,2,59,58,63,43,68,81,109,172,315,621,1315,2498,4284,6655,9843,13340,17422,21646,26489,25923,27909,27550,29552,29972,26324
USA,1982,1,short,4,3,38,9,3,3,6,5,9,10,11,12,16,23,31,56,71,119,175,333,562,498,725,701,831,890,378
USA,1982,1,short,4,4,110,14,10,8,10,14,20,31,46,74,113,172,295,428,660,1018,1556,2217,3560,3036,4874,4589,6177,5901,8302
USA,1982,1,short,4,5,3,3,1,2,5,15,36,53,57,71,97,108,122,130,161,237,388,971,2133,1759,3072,2810,4271,4161,5113
USA,1982,1,short,4,6,264,51,19,20,31,29,31,35,45,50,72,123,160,246,386,602,952,1304,1764,1706,1911,1857,2156,2036,3083
USA,1982,1,short,4,7,187,24,8,9,22,38,81,154,395,923,1905,3367,5543,8717,13436,20346,30484,48046,86543,73044,120438,109852,168947,163157,213427
USA,1982,1,short,4,8,32,4,2,5,6,9,18,29,53,106,190,317,520,887,1681,3234,5988,10898,20830,17665,28776,26949,37147,37120,37353
USA,1982,1,short,4,9,11,1,1,0,2,3,6,11,19,33,66,104,209,435,803,1340,2174,3759,8093,6362,12441,10902,19492,18249,29035
USA,1982,1,short,4,10,217,21,5,4,6,8,11,20,23,36,60,78,130,200,333,652,1318,3021,7773,6021,12173,10817,18385,17502,25161
USA,1982,1,short,4,11,154,15,5,6,10,14,13,24,32,59,110,253,531,1049,1997,3449,5315,7131,9339,8726,10876,10555,12348,12172,13695
USA,1982,1,short,4,12,157,11,4,5,4,15,39,92,169,271,431,623,774,951,1237,1536,1922,2868,4872,4302,6306,5921,8070,8439,5239
USA,1982,1,short,4,13,8,1,1,1,2,3,3,6,7,9,16,25,41,75,110,179,303,480,893,731,1298,1171,1882,1902,1725
USA,1982,1,short,4,14,100,3,2,1,1,5,8,13,19,28,43,70,125,215,374,723,1280,2479,5516,4490,8089,7438,11076,10467,15748
USA,1982,1,short,4,15,10955,81,20,15,21,14,14,15,13,15,15,19,30,25,28,34,42,54,58,57,60,54,86,25,558
USA,1982,1,short,4,16,422,309,181,218,1028,1475,1361,1173,1044,967,978,963,974,978,1041,1271,1741,2568,4516,4029,5741,5275,7876,7335,12033
USA,1983,1,short,4,0,12325,636,308,342,1152,1611,1669,1829,2205,3251,5253,8658,13933,21135,32055,48912,72777,110954,191020,164488,255546,236940,339335,331123,402060
USA,1983,1,short,4,1,232,27,7,5,9,11,21,27,36,49,67,105,161,237,359,548,893,1355,2504,2039,3634,3290,5182,4840,7796
USA,1983,1,short,4,2,56,60,48,45,64,76,112,171,303,608,1283,2446,4347,6631,9715,13558,17619,21940,26838,25945,29010,28912,29454,29970,25512
USA,1983,1,short,4,3,39,11,4,4,5,8,14,23,25,24,22,29,37,50,74,114,211,342,671,586,876,842,1032,1033,1019
USA,1983,1,short,4,4,104,13,10,9,12,13,20,32,50,72,113,170,302,436,666,1040,1548,2248,3819,3290,5104,4579,7466,7178,9663
USA,1983,1,short,4,5,3,3,3,2,5,13,32,55,58,67,85,107,127,139,168,240,429,1045,2536,2021,3790,3435,5391,5192,6909
USA,1983,1,short,4,6,256,55,18,16,32,31,28,31,40,58,81,114,175,259,425,677,1149,1650,2218,2110,2481,2401,2842,2849,2784
USA,1983,1,short,4,7,196,24,8,10,24,36,74,162,383,891,1796,3302,5455,8527,13094,20309,30381,48075,88282,74081,122818,112750,168157,163726,202005
USA,1983,1,short,4,8,36,4,3,2,6,10,18,29,56,96,196,295,499,890,1596,3090,5830,10748,20517,17471,27927,25927,36936,36719,38596
USA,1983,1,short,4,9,9,1,1,1,3,4,6,10,20,30,60,119,221,432,756,1307,2181,3712,7976,6302,12047,10663,18277,17301,25729
USA,1983,1,short,4,10,225,20,4,3,5,7,12,19,25,35,52,83,133,215,363,697,1388,3388,8925,6863,13940,12264,21490,20704,27495
USA,1983,1,short,4,11,152,17,5,7,11,12,17,22,31,54,112,250,548,1098,2086,3616,5629,7658,10655,10052,12122,11737,13854,13679,15188
USA,1983,1,short,4,12,144,10,4,3,5,12,36,93,152,272,414,580,784,975,1229,1500,2013,2943,4875,4267,6353,6083,7571,7244,10073
USA,1983,1,short,4,13,9,2,1,1,2,3,4,6,9,16,18,29,46,66,117,185,333,499,1041,902,1379,1244,1989,1959,2219
USA,1983,1,short,4,14,77,3,1,1,2,4,9,12,17,26,40,71,125,211,368,720,1352,2603,5523,4506,7995,7195,11596,10815,17565
USA,1983,1,short,4,15,10419,80,18,14,18,14,15,14,15,15,17,21,24,21,26,33,47,50,92,78,125,96,255,161,974
USA,1983,1,short,4,16,369,305,175,220,950,1357,1253,1123,986,938,897,937,950,946,1014,1278,1773,2697,4549,3976,5944,5522,7844,7754,8533
USA,1984,1,short,4,0,12135,575,297,348,1131,1640,1657,1864,2252,3280,5163,8500,13643,21054,31380,48293,71463,109652,191668,163491,258517,238181,347432,337739,422458
USA,1984,1,short,4,1,225,20,8,4,7,16,30,46,55,64,83,107,169,254,358,580,882,1389,2795,2331,3895,3559,5368,5151,7051
USA,1984,1,short,4,2,53,50,45,42,62,79,111,180,306,623,1242,2470,4409,6714,9709,13620,17482,22101,27176,26490,28803,28442,30380,30654,28260
USA,1984,1,short,4,3,39,11,4,3,6,11,25,41,48,30,30,32,39,52,86,119,199,362,681,569,948,895,1181,1163,1320
USA,1984,1,short,4,4,98,13,9,8,9,14,19,31,48,75,113,181,270,423,662,1008,1559,2293,3945,3365,5321,5010,6678,6605,7243
USA,1984,1,short,4,5,3,3,2,3,6,13,27,55,59,80,85,107,125,135,157,222,393,1044,2589,1990,4011,3740,5197,5142,5620
USA,1984,1,short,4,6,247,47,16,20,27,32,24,34,43,58,79,108,161,260,429,747,1298,1847,2662,2550,2929,2871,3179,3015,4442
USA,1984,1,short,4,7,190,23,10,9,22,40,70,162,374,879,1739,3160,5218,8364,12523,19507,29434,46771,86906,71931,122433,110903,172849,166886,219004
USA,1984,1,short,4,8,27,4,3,3,6,10,17,28,55,107,188,311,485,860,1553,2997,5430,10312,20230,16929,28061,26464,35042,34098,42347
USA,1984,1,short,4,9,11,1,0,0,2,3,7,9,19,35,58,107,209,429,758,1256,2036,3585,7596,5855,11726,10333,17816,16947,24546
USA,1984,1,short,4,10,201,18,5,4,6,6,12,22,28,37,49,83,129,216,353,750,1504,3440,9155,7020,14222,12308,22593,21657,29835
USA,1984,1,short,4,11,146,13,5,8,9,14,16,23,31,59,112,249,545,1124,2023,3667,5640,7763,11300,10414,13403,12686,16541,16502,16844
USA,1984,1,short,4,12,155,8,4,3,6,12,34,93,164,269,395,567,761,952,1201,1489,2036,2869,4975,4386,6375,6040,7841,7694,8976
USA,1984,1,short,4,13,9,1,1,1,2,3,4,4,8,15,23,27,48,72,124,200,317,556,1005,877,1308,1157,1967,1992,1773
USA,1984,1,short,4,14,97,2,2,1,2,4,8,13,21,29,43,64,111,235,385,755,1401,2642,5983,4706,9013,8248,12360,12143,14046
USA,1984,1,short,4,15,10289,81,18,15,17,16,14,14,14,16,19,19,26,25,23,41,43,47,71,64,89,87,99,80,245
USA,1984,1,short,4,16,345,279,166,223,943,1369,1239,1107,980,904,904,906,938,941,1038,1334,1809,2631,4598,4016,5978,5438,8341,8009,10907
USA,1985,1,short,4,0,12222,586,285,351,1133,1621,1681,1930,2368,3325,5142,8405,13560,20943,31114,48418,71733,110965,194807,166068,262385,242855,346490,337887,413232
USA,1985,1,short,4,1,224,25,5,4,7,16,36,63,81,78,94,123,179,268,388,641,1002,1565,2978,2451,4216,3924,5473,5207,7543
USA,1985,1,short,4,2,46,53,45,41,59,77,117,182,318,635,1253,2434,4340,6822,9692,13695,17644,22308,27304,26332,29591,29315,30776,30520,32763
USA,1985,1,short,4,3,43,13,4,4,5,12,48,80,89,56,52,40,52,55,73,129,201,382,726,575,1081,996,1443,1421,1616
USA,1985,1,short,4,4,90,12,8,8,9,12,19,34,55,80,113,180,286,448,656,1049,1558,2372,4092,3504,5475,4974,7634,7634,7637
USA,1985,1,short,4,5,3,3,2,2,5,13,32,71,80,81,94,107,126,137,162,236,426,1119,2868,2291,4224,3820,5964,5908,6391
USA,1985,1,short,4,6,234,47,16,20,29,26,27,33,43,55,75,111,172,262,437,790,1387,2175,3108,2989,3386,3294,3785,3844,3332
USA,1985,1,short,4,7,187,19,7,9,24,40,77,159,377,851,1687,3103,5115,8098,12247,19272,28924,46606,86773,72119,121229,110685,166638,162104,201814
USA,1985,1,short,4,8,33,4,1,3,6,9,16,29,54,99,176,297,487,847,1492,2937,5431,9898,19520,16555,26493,24808,33749,33389,36539
USA,1985,1,short,4,9,14,0,0,1,2,3,6,9,19,35,55,108,216,413,742,1299,1936,3333,7325,5688,11173,9776,17188,16741,20660
USA,1985,1,short,4,10,198,18,4,3,5,8,12,22,32,38,57,86,139,231,391,800,1636,3846,10525,7891,16718,14648,25636,24534,34192
USA,1985,1,short,4,11,147,14,6,7,10,15,17,24,35,60,118,258,550,1140,2120,3800,5917,8349,12347,11266,14888,14295,17442,16851,22023
USA,1985,1,short,4,12,135,10,4,2,5,13,31,95,167,268,392,565,741,954,1182,1477,2031,2994,5163,4384,6996,6678,8365,8039,10893
USA,1985,1,short,4,13,5,2,0,1,3,3,4,5,7,27,30,39,52,77,125,193,338,530,1069,884,1503,1358,2128,2075,2542
USA,1985,1,short,4,14,95,3,1,1,2,5,8,13,23,31,45,67,125,226,402,769,1404,2718,6270,4987,9286,8589,12286,11846,15701
USA,1985,1,short,4,15,10432,77,17,13,17,14,11,12,14,15,18,17,28,23,24,27,44,45,72,76,63,62,69,73,33
USA,1985,1,short,4,16,338,287,164,233,945,1354,1220,1099,974,916,883,866,952,941,982,1303,1852,2725,4668,4075,6062,5633,7913,7702,9553
USA,1986,1,short,4,0,11723,585,279,363,1230,1726,1792,2129,2523,3365,5049,8218,13101,20532,30547,47674,70609,109145,192496,163507,260527,241331,342401,333609,410314
USA,1986,1,short,4,1,216,23,6,5,7,20,54,94,114,102,113,139,195,272,412,646,1070,1652,3298,2724,4646,4312,6068,6086,5935
USA,1986,1,short,4,2,50,53,44,40,59,84,123,195,316,618,1237,2404,4253,6777,9745,13786,17627,22625,27739,26946,29600,29362,30616,31233,25851
USA,1986,1,short,4,3,35,13,5,4,6,23,73,138,150,93,81,59,54,52,83,124,203,359,737,605,1047,972,1369,1311,1812
USA,1986,1,short,4,4,79,12,7,9,8,14,20,35,52,76,124,179,295,444,670,1040,1527,2287,4149,3528,5606,5207,7304,6989,9738
USA,1986,1,short,4,5,2,3,1,2,5,15,34,75,89,88,94,107,123,134,165,234,430,1091,2831,2148,4433,3996,6298,6099,7832
USA,1986,1,short,4,6,204,49,15,17,30,30,28,34,43,58,75,110,175,273,437,813,1473,2341,3356,3187,3754,3754,3754,3768,3646
USA,1986,1,short,4,7,189,22,8,9,24,41,73,169,375,854,1568,2932,4871,7829,11787,18580,28006,44786,83974,69349,118296,107936,162484,157175,203491
USA,1986,1,short,4,8,22,3,1,3,4,9,16,30,57,104,167,280,454,822,1426,2756,5081,9693,18967,15968,26005,24284,33346,33439,32631
USA,1986,1,short,4,9,11,1,0,1,2,3,5,11,18,29,54,101,197,417,711,1248,1919,3212,6836,5322,10388,9143,15696,14439,25409
USA,1986,1,short,4,10,190,16,3,5,6,8,12,26,36,44,58,83,132,234,397,798,1685,3835,10614,7895,16995,15149,24869,24152,30412
USA,1986,1,short,4,11,161,14,5,8,11,13,18,27,40,68,123,253,533,1129,2071,3811,5953,8353,12417,11310,15016,14417,17567,17130,20943
USA,1986,1,short,4,12,147,9,3,3,6,12,30,93,170,259,369,528,718,894,1109,1508,1984,2879,5201,4331,7243,6717,9490,9326,10754
USA,1986,1,short,4,13,8,1,1,2,3,3,4,7,10,37,36,40,49,82,112,192,323,539,1133,920,1632,1503,2185,2163,2352
USA,1986,1,short,4,14,88,3,1,1,2,5,7,13,21,31,49,78,123,237,400,773,1434,2765,6515,5194,9614,8622,13849,13199,18867
USA,1986,1,short,4,15,9955,76,17,14,19,13,11,14,15,17,18,22,23,21,29,36,38,61,75,71,82,75,111,121,30
USA,1986,1,short,4,16,366,288,162,240,1037,1433,1285,1169,1016,887,883,903,906,914,993,1329,1857,2667,4655,4010,6169,5881,7394,6978,10611
USA,1987,1,short,4,0,11475,581,296,350,1180,1663,1775,2144,2614,3312,5002,8136,12874,20261,30106,46803,69464,107872,191737,162551,260788,238158,355504,343171,450949
USA,1987,1,short,4,1,225,32,10,6,11,61,182,337,373,312,285,251,299,319,432,701,1050,1637,3292,2753,4567,4158,6278,5990,8505
USA,1987,1,short,4,2,45,49,48,37,54,71,102,162,284,569,1196,2385,4255,6815,9815,13809,17710,22640,27963,26908,30457,30196,31553,31128,34846
USA,1987,1,short,4,3,29,8,3,3,4,5,11,17,17,16,21,24,34,53,66,135,205,337,669,548,955,871,1304,1319,1191
USA,1987,1,short,4,4,96,11,7,6,9,12,19,37,56,73,125,190,309,451,707,1056,1547,2367,4147,3480,5725,5305,7485,7388,8231
USA,1987,1,short,4,5,6,2,2,2,5,12,28,65,91,85,100,111,128,139,154,232,425,1129,3054,2330,4766,4238,6974,7021,6611
USA,1987,1,short,4,6,208,44,16,16,31,28,29,33,45,54,77,118,164,280,438,839,1546,2586,3941,3676,4570,4537,4708,4751,4378
USA,1987,1,short,4,7,195,20,8,10,24,40,72,162,357,794,1533,2843,4634,7491,11391,17942,27035,43554,83080,68497,117581,105364,168715,161368,225573
USA,1987,1,short,4,8,28,4,2,2,3,8,16,29,56,99,160,289,456,811,1371,2695,4978,9401,18719,15639,26004,23939,34648,33833,40949
USA,1987,1,short,4,9,12,1,1,1,1,5,6,10,18,31,53,99,185,405,701,1218,1894,3121,6774,5370,10094,8873,15202,14340,21868
USA,1987,1,short,4,10,182,17,3,2,5,7,12,23,32,38,55,81,118,219,388,759,1536,3663,10181,7423,16704,14444,26164,24749,37119
USA,1987,1,short,4,11,128,14,6,10,10,12,17,25,36,61,100,234,505,1132,1993,3650,5900,8424,12443,11361,15004,14103,18774,18571,20346
USA,1987,1,short,4,12,123,11,4,3,6,12,30,87,171,256,368,536,716,894,1093,1455,2024,2874,5116,4414,6778,6317,8708,8578,9713
USA,1987,1,short,4,13,3,1,1,1,2,3,4,5,9,12,18,27,36,65,123,203,309,544,1081,860,1603,1406,2427,2278,3579
USA,1987,1,short,4,14,77,3,1,1,2,4,7,14,23,25,47,80,121,224,403,759,1422,2740,6464,5158,9556,8465,14120,13442,19368
USA,1987,1,short,4,15,9734,79,20,13,18,14,13,14,16,13,16,21,24,22,28,26,40,56,60,47,89,77,138,80,580
USA,1987,1,short,4,16,382,285,166,238,995,1368,1228,1123,1028,875,847,847,891,941,1003,1324,1843,2798,4755,4086,6336,5866,8306,8334,8092
USA,1988,1,short,4,0,11418,572,284,344,1237,1692,1805,2198,2710,3389,4993,7938,12723,20077,29911,46030,69011,108629,195124,164462,269385,246260,364973,353733,451719
USA,1988,1,short,4,1,216,32,8,8,11,61,217,381,449,372,313,308,304,325,438,705,1090,1715,3299,2751,4628,4132,6682,6433,8602
USA,1988,1,short,4,2,41,46,43,38,55,67,96,157,284,581,1185,2376,4201,6824,9706,13649,17737,22891,28604,27339,31668,31344,33006,33649,28045
USA,1988,1,short,4,3,38,7,3,2,4,7,9,16,19,18,24,27,37,48,71,126,200,307,688,548,1028,906,1532,1486,1884
USA,1988,1,short,4,4,91,13,6,5,8,12,20,38,60,84,129,202,302,478,718,1036,1566,2419,4437,3718,6180,5567,8711,8512,10247
USA,1988,1,short,4,5,3,3,2,1,6,14,26,61,96,93,104,111,139,145,170,250,445,1208,3233,2506,4995,4413,7400,7405,7359
USA,1988,1,short,4,6,205,43,15,18,29,27,27,34,44,56,82,111,172,270,444,824,1559,2703,4212,3937,4877,4770,5318,5479,4074
USA,1988,1,short,4,7,176,22,7,12,26,42,71,159,349,733,1462,2641,4536,7284,11153,17526,26607,43492,83271,68027,120192,107897,171012,163435,229498
USA,1988,1,short,4,8,25,4,1,2,4,10,16,32,54,100,172,263,452,812,1391,2638,4948,9273,18856,15653,26613,24547,35152,34431,40719
USA,1988,1,short,4,9,9,0,0,1,2,3,5,11,20,29,47,96,183,387,677,1169,1828,3103,6689,5297,10061,8731,15556,15228,18094
USA,1988,1,short,4,10,192,15,4,4,5,7,12,24,35,42,62,83,127,225,408,785,1663,4032,11121,8221,18143,15798,27837,26311,39615
USA,1988,1,short,4,11,127,14,6,7,10,14,17,24,35,60,113,240,525,1135,2079,3691,5883,8630,12956,11714,15965,15281,18794,18853,18336
USA,1988,1,short,4,12,121,9,3,4,5,10,29,82,180,266,375,515,693,919,1103,1435,1938,2850,5222,4505,6959,6425,9166,8792,12049
USA,1988,1,short,4,13,7,2,0,1,2,3,5,8,10,12,17,30,39,66,109,197,311,541,1185,963,1724,1547,2456,2319,3513
USA,1988,1,short,4,14,73,2,1,1,3,4,9,14,23,32,46,79,118,238,402,684,1399,2615,6407,5054,9685,8544,14400,13748,19433
USA,1988,1,short,4,15,9719,81,20,16,17,13,12,13,16,14,15,20,24,21,25,29,47,49,60,55,74,66,110,102,178
USA,1988,1,short,4,16,377,279,165,222,1051,1396,1233,1143,1039,896,847,835,871,899,1019,1285,1791,2803,4882,4176,6593,6291,7841,7552,10072
USA,1989,1,short,4,0,11301,549,274,339,1214,1623,1847,2248,2780,3420,4988,7740,12495,19432,29099,44211,66705,105080,187316,158325,259510,235342,357591,345179,451234
USA,1989,1,short,4,1,231,31,9,6,13,69,268,480,577,486,406,344,333,325,426,631,1011,1582,3184,2609,4614,4038,6955,6336,11623
USA,1989,1,short,4,2,43,45,41,39,51,67,98,156,283,549,1184,2304,4177,6778,9748,13773,17799,23279,28917,27687,31981,31541,33767,34142,30938
USA,1989,1,short,4,3,40,10,2,3,5,7,9,17,22,20,24,26,38,43,73,115,184,350,701,533,1119,1062,1350,1299,1734
USA,1989,1,short,4,4,87,11,9,10,10,14,24,37,56,89,146,213,353,521,789,1194,1753,2601,4535,3886,6149,5650,8178,7717,11658
USA,1989,1,short,4,5,2,3,2,2,5,10,23,53,84,81,99,115,128,142,164,238,430,1161,3177,2417,5069,4468,7509,7175,10035
USA,1989,1,short,4,6,214,44,14,18,30,29,28,34,42,56,71,103,162,259,441,803,1555,2702,4335,4048,5051,4865,5803,5876,5251
USA,1989,1,short,4,7,159,20,7,9,21,38,70,154,322,700,1422,2523,4309,6875,10559,16123,25099,41296,78523,64780,112745,100635,161889,156366,203560
USA,1989,1,short,4,8,25,2,2,4,3,8,14,27,54,90,158,258,424,759,1309,2439,4666,8645,17817,14947,24963,22966,33068,31554,44491
USA,1989,1,short,4,9,13,1,0,0,1,3,5,10,18,32,50,96,183,374,665,1108,1733,2960,6133,4720,9653,8337,14994,14209,20920
USA,1989,1,short,4,10,186,17,4,3,5,7,13,23,34,43,56,78,127,213,383,759,1539,3750,10545,7585,17915,15382,28195,26604,40200
USA,1989,1,short,4,11,122,13,6,9,11,12,15,24,36,58,101,222,534,1064,1966,3473,5648,8144,12583,11265,15864,14785,20241,19919,22669
USA,1989,1,short,4,12,125,10,3,4,5,11,27,79,175,265,358,496,671,867,1058,1397,1934,2839,5061,4278,7010,6305,9867,9419,13245
USA,1989,1,short,4,13,8,2,1,1,2,4,5,10,12,17,20,30,42,79,112,209,297,553,1165,943,1717,1453,2792,2696,3513
USA,1989,1,short,4,14,71,2,1,1,2,3,8,15,22,31,40,73,116,218,383,677,1278,2537,5867,4507,9253,8127,13823,12984,20153
USA,1989,1,short,4,15,9600,72,18,15,18,14,16,13,17,11,15,21,27,22,28,31,46,46,84,89,70,64,94,101,44
USA,1989,1,short,4,16,376,268,158,216,1031,1324,1222,1117,1026,892,840,838,872,893,994,1243,1735,2635,4691,4030,6337,5665,9066,8783,11197
