country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
USA,1984,1,short,4,15,21557.64,18964.89,582.67,150.83,137.54,160.43,171.08,149.32,136.51,115.53,103.62,106.57,101.14,140.52,123.97,92.88,128.32,88.47,52.43,50.92,32.05,18.87,14.96,3.91,2.81,1.1
USA,1984,1,short,4,16,106128.18,635.64,2008.25,1386.29,1993.09,9118.99,14820.5,13288.33,10712.48,8138.99,6037.49,5048.1,4799.86,5034.92,4714.35,4273.27,4149.46,3750.36,2935.56,3282.26,2016.76,1265.49,936.87,328.63,279.46,49.17
USA,1985,1,short,4,0,1097758,22964.99,4250.08,2435.35,3060.62,10848.05,17358.04,18240.2,19166.37,20581.62,22950.92,29198.47,44159.63,72250.89,105523.6,130304.87,152797.86,152696.62,127264.71,141705.11,84756.02,56949.1,42777.21,14171.88,12242.04,1929.85
USA,1985,1,short,4,1,16401.73,421.1,178.41,44.27,34.68,62.86,173.35,394.25,623.83,699.91,541.69,532.79,647.78,951.54,1352.24,1625.56,2023.53,2133.11,1794.77,2166.05,1251.03,915.02,691.14,223.87,188.65,35.23
USA,1985,1,short,4,2,257047.34,85.6,385.97,383.45,354.27,568.7,826.36,1273.8,1808.06,2766.06,4381.84,7113.48,12790.77,23123.26,34370.72,40592.23,43217.85,37558.37,25584.92,19861.63,13439.14,6422.49,5163.7,1258.79,1105.78,153.01
USA,1985,1,short,4,3,6056.88,79.87,90.83,30.44,36.69,48.44,129.63,522.34,791.7,772.91,383.77,294.91,211.86,278.71,278.92,304.02,408.27,427.62,438,527.94,293.42,234.52,175.49,59.03,51.48,7.55
USA,1985,1,short,4,4,22623.42,168.86,89.04,65.18,71.05,85.52,133.26,208.52,337.26,475,550.9,641.12,948.08,1526.03,2254.87,2746.3,3309.03,3316.18,2720.49,2976.71,1788.36,1188.35,876.1,312.25,276.59,35.66
USA,1985,1,short,4,5,10726.45,5.86,19.6,17.55,18.17,43.18,143.74,351.41,706.36,698.86,559.41,533.7,562.87,673.08,691.81,678.83,745.82,906.32,1283.75,2086.12,1169.27,916.85,672.93,243.92,214.07,29.85
USA,1985,1,short,4,6,18296.3,439.52,342.68,137.62,172.18,274.74,279.65,294.29,327.78,372.88,377.49,424.83,585.48,918.08,1318.97,1830.07,2492.14,2953.37,2493.95,2260.6,1525.6,734.99,580.17,154.82,139.26,15.56
USA,1985,1,short,4,7,397039.69,350.98,137.92,57.86,78.22,234.48,431.22,831.38,1576.3,3278.01,5872.3,9582.25,16301.07,27253.99,40802.14,51288.84,60819.38,61571.08,53452.53,63119.74,36807.56,26312.18,19496.48,6815.7,5873.2,942.5
USA,1985,1,short,4,8,63937.43,61.5,26.68,12.59,23.73,54.75,91.25,168.26,290.39,471.8,682.84,999.96,1560.97,2595.15,4268.4,6247.62,9268.59,11561.87,11351.71,14199.37,8449.25,5750.12,4369.75,1380.37,1209.73,170.64
USA,1985,1,short,4,9,25245.12,27.22,2.88,3.7,5.32,22.03,32.86,63.17,91.49,162.54,243.39,312.46,567.99,1148.31,2083.08,3108.74,4099.63,4120.1,3822.15,5328.07,2902.99,2425.08,1722.06,703.03,606.54,96.49
USA,1985,1,short,4,10,23971.48,371.13,131.22,36.83,24.1,48.8,83.83,126.24,215.53,277.94,264.29,323.84,454.34,738.04,1163.84,1636.56,2524.72,3482.95,4411.44,7655.84,4027.21,3628.63,2580.07,1048.57,888.88,159.68
USA,1985,1,short,4,11,64611.27,276.69,101.57,52.8,60.66,94.43,156.94,189.28,237.64,301.86,411.85,671.22,1358.11,2932.01,5742.03,8878.21,11993.42,12595.74,9575.45,8981.34,5750.05,3231.28,2517.89,713.39,610.54,102.85
USA,1985,1,short,4,12,40211.54,254.29,70.8,30.02,18.37,48.33,135.18,334.97,943.41,1453.38,1851.45,2223.24,2969.69,3948.51,4808.09,4948.19,4660.47,4323.86,3433.64,3755.65,2237.22,1518.43,1176.3,342.13,291.26,50.87
USA,1985,1,short,4,13,4706.93,9.16,16.09,2.98,7.04,25.43,33.5,39.82,48.91,64.97,185.95,168.71,205.56,274.83,387.61,523.73,608.15,719.75,607.42,777.31,451.14,326.16,239.12,87.04,75.17,11.87
USA,1985,1,short,4,14,18128.99,178.11,21.66,8.75,11.67,23.55,55.19,88.74,128.01,202.07,216.34,257.36,354.61,665.73,1140.38,1683.83,2426.69,2988.5,3117.13,4560.66,2545.17,2015.49,1512.98,502.51,429.19,73.32
USA,1985,1,short,4,15,22051.02,19600.58,555.96,148.15,114.14,161.26,146.97,124.04,123.21,123.81,105.78,103.04,90.74,149.38,117.33,100.55,86.66,94.7,52.17,52.55,38.86,13.69,10.88,2.81,2.65,0.15
USA,1985,1,short,4,16,106702.41,634.52,2078.75,1403.18,2030.32,9051.55,14505.1,13229.69,10916.47,8459.61,6321.65,5015.54,4549.69,5074.23,4743.19,4111.59,4113.5,3943.1,3125.19,3395.54,2079.72,1315.82,992.15,323.67,279.06,44.61
USA,1986,1,short,4,0,1104005,22229.65,4270.94,2442.37,3072.23,11807.44,18081.42,19630.1,21664.43,23056.31,23918.4,29381.39,43001.62,69227.14,103168.71,130653.07,152478.46,154330.7,128587.59,143003.03,85173.65,57829.38,43393.77,14435.61,12452.74,1982.87
USA,1986,1,short,4,1,18600.72,409.94,167.39,52.71,38.5,69.24,207.33,590.48,953.36,1041.76,722.15,656.15,728.46,1031.4,1367.64,1762.89,2065.87,2339.15,1946.22,2450.09,1418.82,1031.27,775.43,255.85,227.17,28.68
USA,1986,1,short,4,2,261122.85,94.94,385.91,385.48,340.43,569.38,878.17,1344.52,1979.69,2884.55,4392.71,7199.91,12578.22,22471.26,34054.32,41680.74,44092.81,38527.43,26655.32,20607.05,14036.7,6570.35,5279.57,1290.77,1165.85,124.93
USA,1986,1,short,4,3,8261.01,67.22,96.69,43.22,33.42,56.39,239.68,797.91,1403.08,1373.71,660.97,469.52,307.95,284.75,263.22,353.52,396.21,442.63,423.44,547.5,315.03,232.48,174.77,57.7,48.95,8.76
USA,1986,1,short,4,4,22942.8,149.27,85.98,59.49,80.17,78.69,145.55,215.96,353.19,474.2,542.82,722.31,939.06,1558.14,2230.48,2867.4,3325.99,3337.33,2694.64,3082.13,1837.87,1244.26,936.31,307.96,260.89,47.06
USA,1986,1,short,4,5,11042.34,3.7,18.39,12.59,17.76,45.71,157.53,370.6,759.98,814.83,628.38,548.33,561.41,649.77,672.17,704.87,747.76,940.55,1285.14,2102.88,1118.8,984.08,718.55,265.53,227.68,37.85
USA,1986,1,short,4,6,19343.91,387.31,358.74,128.5,147.79,287.89,317.47,306.56,348.07,396.06,413.69,439.13,576.76,923.5,1370.36,1870.42,2600.93,3219.82,2757.58,2493.32,1660.07,833.25,675,158.26,140.64,17.62
USA,1986,1,short,4,7,389082.16,358.3,158.47,66.75,79.81,231.7,429.62,802.98,1719.85,3424.55,6068.11,9122.93,15339.65,25740.26,39338.21,50413.8,59427.28,61212.33,52764.3,62383.26,36124.97,26258.28,19407.97,6850.31,5866.93,983.38
USA,1986,1,short,4,8,62482,42.35,20.44,11.52,22.96,41.05,98.8,174.56,308.49,523.78,739.7,970.93,1465.71,2397.23,4132.31,6101.13,8814.33,11106.22,11420.04,14090.43,8318.02,5772.4,4366.54,1405.86,1248.17,157.69
USA,1986,1,short,4,9,24690.43,21.67,4.01,2.24,4.72,19.25,34.89,58.27,109.07,165.37,205.62,314.61,528.12,1040.26,2094.16,3041.65,3990.19,4194.2,3784.03,5078.09,2772.35,2305.74,1643.99,661.76,538.97,122.79
USA,1986,1,short,4,10,24699.33,359.57,117.37,28.5,39.51,59.68,81.95,129.51,262.82,329.15,312.42,335.44,435.2,696.27,1175.99,1696.07,2553.06,3683.71,4518.08,7885.03,4112.53,3772.5,2724,1048.49,901.52,146.97
USA,1986,1,short,4,11,65750.65,304.81,103.77,44.49,70.69,108.7,132.69,200.23,279.36,365.4,484.3,716.22,1325.31,2817.23,5674,8857.53,12189.16,13011.29,9840.97,9224.5,5891.48,3333.02,2592.38,740.64,639.43,101.21
USA,1986,1,short,4,12,39601.78,278.24,64.97,28.12,21.73,61.86,121.4,332.34,945.52,1554.45,1841.35,2148.79,2760.47,3793.56,4493.08,4741.61,4822.45,4335.47,3392.32,3864.01,2256.21,1607.8,1207.71,400.09,348.12,51.97
USA,1986,1,short,4,13,4931.91,14.99,10.7,4.87,17.95,24.04,33.59,38.9,69.02,88.16,260.79,210.96,209.75,259.72,413.57,480.08,612.65,705.42,635.22,841.54,479.18,362.36,270.25,92.11,80.75,11.37
USA,1986,1,short,4,14,18836.82,167.01,22.16,6.67,10.83,18.18,48.7,73.91,133.5,191.44,218.8,283.77,405.67,651.88,1190.35,1710.21,2473.1,3133.89,3257.11,4839.65,2705.54,2134.1,1550.24,583.86,492.68,91.18
USA,1986,1,short,4,15,21438.9,18876.18,555.32,152.45,116.59,179.43,140.32,116.74,145.26,140.54,120.76,101.89,116.52,123.01,105.27,124.06,114.91,83.03,71.28,55.35,37.13,18.21,13.54,4.67,4.53,0.14
USA,1986,1,short,4,16,111177.4,694.15,2100.63,1414.77,2029.36,9956.26,15013.74,14076.64,11894.16,9288.35,6305.82,5140.51,4723.34,4788.9,4593.59,4247.1,4251.75,4058.23,3141.89,3458.21,2088.94,1369.26,1057.53,311.74,260.46,51.28
USA,1987,1,short,4,0,1107958,21804.81,4269.3,2641.13,2948.51,11271.26,17006.9,19447.02,22348.68,24074.62,25321.77,30139.6,42752.58,67115.2,101335.61,131151.56,151965.23,155839.54,131166.27,145358.43,86619.26,58739.16,43297.08,15442.08,13200.64,2241.44
USA,1987,1,short,4,1,30048.91,427.98,238.24,86.84,52.6,102.36,623.48,1998.2,3509.82,3438.35,2383.96,1719.53,1319.47,1556.37,1593.08,1880.95,2275.47,2356.07,1990.77,2495.37,1466.79,1028.58,755.89,272.7,230.42,42.27
USA,1987,1,short,4,2,264259.64,85.48,359.96,425.34,313.76,517.22,724.53,1114.82,1689.84,2619.57,4349.12,7208.6,12530.14,22182.46,34086.94,42756.24,44837.63,39730.72,27528.46,21198.81,14338.68,6860.12,5489.55,1370.58,1197.37,173.2
USA,1987,1,short,4,3,3633.22,55.95,60.4,28.65,24.37,42.12,54.91,115.82,179.06,158.22,121.12,125.98,124.82,177.46,262.68,287.11,438.81,459.08,409.57,507.1,292.09,215,158.36,56.64,50.72,5.92
USA,1987,1,short,4,4,23874.53,182.61,80.74,59.18,50.28,85.06,124.66,210.61,389.62,515.89,561.06,752.57,999.21,1610.07,2253.73,3080.31,3427.48,3470.1,2877.68,3143.67,1854.17,1289.5,964.38,325.12,284.21,40.91
USA,1987,1,short,4,5,11314.35,11.29,16.67,17.88,13.66,47.52,127.62,301.98,675.58,841.15,646.49,601.39,584.36,666.25,695.61,672.92,752.28,953.4,1373.25,2315.05,1241.64,1073.41,770.46,302.95,270.09,32.86
USA,1987,1,short,4,6,20644.04,395.66,323.02,143.43,133.1,292.59,290.68,317.78,344.53,411.38,415.62,466.42,621.93,854.49,1402.05,1907.09,2723.03,3468.83,3144.34,2988.07,1958.69,1029.38,824.86,204.52,182.76,21.76
USA,1987,1,short,4,7,383421.42,371.42,146.81,70.2,80.87,227.75,412.52,789.81,1684.46,3292.49,6071.08,9236.67,14936.7,24160.09,37468.8,49620.41,58256.7,60652.05,52958.7,62983.9,36500.24,26483.66,19155.16,7328.5,6207.29,1121.21
USA,1987,1,short,4,8,62417.2,52.42,31.52,20.79,17.82,32.08,81.6,176.87,302.82,516.77,754.22,964.94,1518.65,2376.07,4056.94,5973.1,8749.56,11168.61,11431.56,14190.87,8333.83,5857.04,4352.05,1504.99,1301.45,203.54
USA,1987,1,short,4,9,24699.24,22.83,4.69,5.09,5.14,13.27,48.91,65.81,108.99,168.65,236.5,321.06,522.43,962.68,2023.38,3054.02,3955.97,4249.11,3795.43,5135.28,2861.78,2273.5,1613.17,660.32,551.63,108.69
USA,1987,1,short,4,10,23846.52,345.95,121.56,28.77,18.8,45.87,70.17,133.71,244.66,298.63,290.57,333.21,426.77,614.73,1096.72,1692.24,2465.11,3446.83,4454.24,7717.98,3955.53,3762.45,2625.95,1136.5,952,184.5
USA,1987,1,short,4,11,65497.14,244.03,101.46,49.45,81.17,94.01,117.96,181.5,260.25,331.01,463.07,600.53,1227.56,2633.34,5663.77,8682.76,11851.2,13237.41,10243.08,9433.56,6054.14,3379.42,2563.91,815.51,714.38,101.13
USA,1987,1,short,4,12,39959.43,234.58,82.11,34.46,22.12,55.88,126.16,323.15,905.48,1576.32,1957.39,2215.13,2817.2,3733.32,4473.31,4763.38,4724.79,4540.92,3495.01,3878.73,2352.11,1526.62,1148.38,378.24,329.96,48.28
USA,1987,1,short,4,13,4488.25,6.59,7.64,7.02,8.73,22.75,30.83,41.81,54.54,83.78,94.4,106.64,143.79,187.37,325.96,533.75,658.53,693.07,661.59,819.48,458.47,361.01,255.6,105.41,87.62,17.79
USA,1987,1,short,4,14,18963.93,146.18,21.41,9.7,9.96,17.84,41.02,78.66,145.02,209.86,192.87,282.3,417.8,630.59,1117.95,1755.21,2464.75,3189.76,3332.27,4900.77,2748.45,2152.32,1538.98,613.33,517.06,96.27
USA,1987,1,short,4,15,21063.8,18496.89,578.48,175.33,110.91,172.03,146.05,145.99,145.96,145.37,95.92,98.32,110.51,123.69,108.4,122.46,84.19,89.99,68.19,45.11,25.12,19.99,14.02,5.98,3.09,2.88
USA,1987,1,short,4,16,109826.39,724.96,2094.58,1478.99,2005.22,9502.93,13985.8,13450.5,11708.05,9467.2,6688.39,5106.32,4451.24,4646.21,4706.27,4369.6,4299.74,4133.6,3402.13,3604.67,2177.51,1427.16,1066.36,360.8,320.58,40.22
USA,1988,1,short,4,0,1125540,22017.9,4229.15,2579.16,2912.01,11705.49,16872.44,19684.34,23364.26,25461.55,27023.03,31615.25,42335.58,65215.08,100199.89,131960.23,152000.16,158692.06,136083.99,151588.42,90429.34,61159.08,45017.86,16141.22,13849.72,2291.51
USA,1988,1,short,4,1,33400.51,416.8,238.3,72.72,67.41,101.45,608.38,2369.36,4055.49,4215.12,2968.07,1983.46,1640.48,1559.92,1623.61,1934.26,2327.72,2506.51,2148.18,2563.26,1512.49,1050.77,755.27,295.5,251.86,43.64
USA,1988,1,short,4,2,267694.55,78.86,343.48,392.09,324.9,524.59,670.11,1050.46,1672.51,2665.44,4628.91,7501.82,12670.51,21533.61,34059.34,42820.79,45072.36,40786.23,28676.79,22221.76,15032.19,7189.57,5729.86,1459.71,1317.44,142.27
USA,1988,1,short,4,3,3709.52,72.99,54.91,29.49,17.61,38.57,68.34,102.67,167.33,177.51,146.29,148.83,146.29,189.43,238,314.59,416.66,460.63,384.65,534.74,301.37,233.37,165.62,67.75,58.2,9.55
USA,1988,1,short,4,4,24933.61,176.01,97.48,57.83,46.31,79.2,121.75,221.45,403.53,560.04,671.99,817.47,1079.44,1548.7,2385.78,3166.15,3421.63,3601.59,3030.05,3447.21,2044.2,1403.01,1017.77,385.24,333.26,51.98
USA,1988,1,short,4,5,12129.64,5.09,20.61,16.13,12.44,52.11,140.01,287.6,645.01,897.71,744.58,658.61,590.59,710.45,724.5,750.42,824.71,1024.29,1513.09,2511.68,1377.71,1133.97,806.72,327.25,289.92,37.33
USA,1988,1,short,4,6,21314.95,395.22,314.68,132.2,152.94,276.47,268.96,291.98,364.53,410.13,449.95,517.1,590.13,882.82,1347.45,1956.63,2721.27,3584.92,3385.68,3271.88,2164.74,1107.14,871.95,235.19,214.53,20.67
USA,1988,1,short,4,7,383303.37,339.86,160.45,62.83,102.95,243.21,423.61,779.52,1688.95,3276.17,5843.9,9258.16,14085.48,23249.17,36352.92,49202.68,57875.16,61182.68,54483.6,64692.07,37404.55,27287.52,19724.35,7563.17,6398.95,1164.21
USA,1988,1,short,4,8,63419.4,48.84,28.83,11.46,19.25,42.16,96.05,170.84,341.44,510.27,798.86,1088.23,1405.18,2315.86,4053.43,6134.56,8712.13,11376.88,11616.43,14648.7,8606.77,6041.93,4487.29,1554.64,1348.08,206.56
USA,1988,1,short,4,9,24484.8,16.71,3.06,1.49,7.09,15.04,32.57,56.69,122.21,183.35,230.14,298.7,510.06,939.82,1930.81,2986.3,3861.47,4204.62,3887.8,5196.86,2912.76,2284.11,1596.12,687.99,596.21,91.79
USA,1988,1,short,4,10,26226.54,369.68,107.43,35.39,30.15,43.33,71.84,129.99,260.12,324.65,335.76,390.12,444.64,653.24,1125.21,1799.76,2592.01,3823.09,5050.72,8639.43,4520.28,4119.15,2888.05,1231.1,1030.14,200.96
USA,1988,1,short,4,11,68060.05,244.05,102.42,54.9,62.68,96.25,138.02,185.02,251.26,324.82,478.28,718.35,1281.13,2692.88,5663.33,9172.91,12190.11,13527.46,10810.88,10065.3,6440.71,3624.59,2793.41,831.18,738.17,93.01
USA,1988,1,short,4,12,40463.76,232.74,68.91,28.83,30.12,46.87,103.41,317.3,872.55,1691.41,2120.56,2377.46,2747.93,3552.08,4587.32,4864.69,4738.28,4455.86,3570.57,4056.88,2476.93,1579.95,1174.59,405.36,344.24,61.12
USA,1988,1,short,4,13,4658.58,13.13,15.4,3.65,11.36,15.24,33.87,50.73,82.23,94.16,97.59,110.77,158.46,197.83,329.27,480.63,651.1,714.71,677.65,920.81,529.35,391.46,282.84,108.62,90.8,17.82
USA,1988,1,short,4,14,18960.15,141.04,16.13,5.44,8.83,24.65,40.66,93.46,150.46,212.95,256.57,292.63,422.89,606.24,1187.55,1771.84,2257.81,3217.79,3275.4,4977.8,2779,2198.8,1561.94,636.86,538.28,98.58
USA,1988,1,short,4,15,21331.9,18740.02,596.59,178.03,137.46,161.89,132.1,136,139.99,154.77,107.97,93.37,107.39,120.85,105.41,108.91,95.67,107.43,61.1,46.94,30.05,16.89,12.01,4.88,3.98,0.9
USA,1988,1,short,4,16,111448.67,726.87,2060.46,1496.67,1880.53,9944.48,13922.74,13441.28,12146.64,9763.05,7143.6,5360.16,4455,4462.2,4485.95,4495.1,4242.07,4117.38,3511.4,3793.09,2296.24,1496.85,1150.09,346.76,295.67,51.09
USA,1989,1,short,4,0,1114190,22371.74,4118.61,2514.76,2918.78,11279,15926.55,19962.13,24255.35,26772.89,28610.76,32737.4,42122.85,63001.22,96650.65,129873.65,148586.26,157118.83,135604.29,149764.28,90316.98,59447.3,43252.68,16194.62,13803.05,2391.58
USA,1989,1,short,4,1,38135.39,457.48,229.86,84.97,50.57,119.06,675.35,2897.28,5177.72,5560.72,4065.37,2662.21,1869.62,1681.04,1616.41,1901.57,2119,2380.28,2041.5,2545.4,1488.35,1057.05,742.09,314.96,253.35,61.6
USA,1989,1,short,4,2,272289.42,84.81,337.23,373.41,340.16,477.15,659.68,1062.93,1680.66,2721.36,4594.99,7768.72,12538.31,21059.53,33711.66,43505.89,46288.64,41923.28,30041.06,23119.93,15793.93,7326.01,5796.78,1529.23,1365.26,163.97
USA,1989,1,short,4,3,3834.23,79.97,72.11,19.11,23.55,47.55,67.73,100.09,182.79,208.96,168.6,158.31,140.86,193.73,215.35,325.51,385.1,433.13,451.27,560.5,304.19,256.31,195.16,61.15,51.96,9.19
USA,1989,1,short,4,4,27724.81,172.16,81.61,78.37,84.8,89.26,136.86,262.83,402.42,540.02,743.2,957.16,1161.92,1780,2590.62,3520.71,4011.84,4129.4,3356.02,3625.61,2216.93,1408.68,1038.31,370.37,308.58,61.79
USA,1989,1,short,4,5,11706.2,3.16,19.79,17.21,17.05,46.26,101.11,247.46,566.56,805.71,674.63,646.78,624.21,645.86,707.97,733.51,798.3,1012.45,1498.3,2539.89,1378.67,1161.21,821.12,340.09,286.9,53.19
USA,1989,1,short,4,6,21551.94,424.15,329.91,127.68,151,279.34,288.45,301.19,367.2,403.58,469.33,462.79,559.73,814.78,1288.56,1969.27,2698.75,3663.15,3486.87,3466.21,2309.27,1156.94,894.14,262.8,234.97,27.83
USA,1989,1,short,4,7,368036.68,315.25,150.22,60.1,74.87,197.3,376.56,757.74,1656.77,3100.81,5858.74,9332.04,13732.45,21724.99,34193.43,47128.33,54186.35,59117.49,53292.07,62781.16,36954.14,25827.02,18495.34,7331.68,6252.79,1078.89
USA,1989,1,short,4,8,60731.33,49.06,18.66,14.11,30.21,31.6,82.03,155.68,294.23,518.54,750.99,1038.87,1405.46,2136.8,3775.26,5842.22,8196.72,10989.3,11156.61,14244.97,8526.5,5718.47,4220.89,1497.58,1261.77,235.81
USA,1989,1,short,4,9,23815.4,25.33,8.58,2.22,2.45,10.63,28.98,50.42,112.33,174.75,270.66,327.41,523.6,920.66,1859.02,2968.31,3724.11,4082.3,3819.76,4903.86,2692.59,2211.27,1532.22,679.05,568.17,110.88
USA,1989,1,short,4,10,25392,368.07,125.43,35.04,27.68,45.6,68.75,143.58,246.88,328.76,359.07,367.22,421.96,638.18,1059.62,1709.16,2551.32,3624.94,4839.84,8430.9,4327.07,4103.84,2826.93,1276.91,1063.84,213.06
USA,1989,1,short,4,11,66130.49,242.25,95.21,58.48,74.76,98.19,119.76,166.04,258.35,349.77,488.91,662.23,1209.47,2693.41,5291.03,8775.93,11673.55,13303.48,10509.33,10060.32,6426.38,3633.95,2717.28,916.67,796.52,120.15
USA,1989,1,short,4,12,40008.74,246.9,72.61,23.82,31.33,45.89,108.83,294.31,855.58,1689.57,2213.91,2347.27,2700.02,3384.7,4312.71,4720.97,4694.16,4556.13,3663.81,4046.24,2440.51,1605.73,1158.87,446.87,376.67,70.2
USA,1989,1,short,4,13,4965.7,14.92,14.38,5.82,11.25,21.71,39.32,55.1,103.85,113.38,140.08,129.04,162.42,211.76,394.39,501.84,702.23,699.41,713.6,931.2,537.77,393.43,266.99,126.44,107.82,18.62
USA,1989,1,short,4,14,18239.69,140.77,16.96,5.03,10.92,21.19,33.68,83.24,165.9,216.27,258.14,262.91,396.22,585.12,1082.78,1710.06,2276.09,3010.31,3273.52,4690.58,2570.93,2119.66,1493.65,626.01,519.19,106.81
USA,1989,1,short,4,15,21619.37,19003.47,538.75,162.82,126.15,164.77,140.78,170.38,134.9,159.07,95.05,101.37,113.82,134.34,109.35,125.42,103.84,108.11,59.92,67.05,50.98,16.06,11.8,4.26,4.02,0.23
USA,1989,1,short,4,16,110008.63,743.99,2007.27,1446.56,1862.04,9583.52,12998.66,13213.85,12049.21,9881.61,7459.1,5513.07,4562.8,4396.31,4442.49,4434.95,4176.26,4085.67,3400.82,3750.44,2298.77,1451.67,1041.11,410.57,351.22,59.35
USA,1990,1,short,4,0,1113417,21868.86,3976.97,2367.15,2769.02,11690.19,16229.25,19824.7,24294.87,27632.07,29886.26,33115.63,41573.76,60544.76,94141.62,128381.85,147737.34,157900.7,137557,151924.98,91802.61,60122.37,44031.21,16091.16,13690.65,2400.51
USA,1990,1,short,4,1,40552.36,452.05,246.34,94.52,51.97,110.63,559.01,3039.35,5645.33,6307.02,4788.12,3025.3,1986.21,1753.85,1598.96,1889.4,2105.73,2367.44,2065.92,2465.22,1426.01,1039.22,756.05,283.17,240.26,42.91
USA,1990,1,short,4,2,277051.88,85.85,341.29,356.37,327.63,476.36,662.82,1084.82,1778.29,2752.95,4748.46,7757.73,12654.29,20648.73,33497.6,44314.95,46796.67,43367.38,30993.52,24406.18,16731.81,7674.38,6058.13,1616.24,1442.57,173.67
USA,1990,1,short,4,3,3999.19,64.44,63.53,32.49,23.97,44.22,75.69,120.04,180.73,216.7,187.7,151.24,168.95,167.39,236.92,321.53,437.23,472.3,442.72,591.4,345.02,246.38,179,67.38,59.5,7.89
USA,1990,1,short,4,4,28147.04,199.34,100.62,84.27,69.52,83.43,129.83,213.03,386.14,565.01,725.87,901.25,1176.78,1717.59,2660.88,3672.62,3981.6,4341.47,3414.19,3723.61,2240.03,1483.58,1066.39,417.18,348.33,68.85
USA,1990,1,short,4,5,11479.67,3.55,11.61,15.44,14.82,53,96.98,235.17,442.72,678.62,673.14,660.53,652.03,650.21,718.94,742.65,813.35,1025.42,1478.07,2513.42,1368.76,1144.65,830.5,314.15,267,47.15
USA,1990,1,short,4,6,21704.74,380.26,297.75,155.52,143.63,271.94,235.31,275.91,342.45,433.68,450.93,513.22,577.82,773.77,1176.1,1875.85,2643.39,3611.48,3732.82,3812.91,2478.32,1334.59,1037.83,296.75,264,32.75
USA,1990,1,short,4,7,360922.66,340.54,125.48,50.99,96.77,214.07,355.28,713.94,1520.33,3037.47,5974.71,9186.55,13198.22,20591.48,32697.21,45332.11,53291.55,58072.61,53185.3,62938.05,36964.01,25974.04,18711.42,7262.62,6127.67,1134.95
USA,1990,1,short,4,8,60038.64,52.6,24.16,16.47,17.9,43.11,80.71,150.27,291.14,489,767.04,1091.69,1424.09,2127.46,3469.74,5781.77,8119.64,10815.59,11216.38,14059.88,8478.36,5581.52,4117.91,1463.6,1243.54,220.06
USA,1990,1,short,4,9,23426.96,20.15,5.36,3.78,5.19,9.77,37.58,62.88,102.4,181.93,236.29,334.68,500.07,882.76,1761.45,2901.13,3676.22,4077.92,3777.17,4850.22,2731.53,2118.69,1461.87,656.82,535.6,121.23
USA,1990,1,short,4,10,26212.13,340.51,88.78,38.03,27.68,35.52,63.43,119.46,236.12,340.14,357.3,348.16,442.57,624.38,1076.39,1689.58,2578.25,3809.57,5244.41,8751.87,4584.38,4167.5,2872.85,1294.64,1076.93,217.71
USA,1990,1,short,4,11,67051.78,246.91,114.89,54.83,76.11,74.28,105.24,163.24,229.13,294.31,503.02,716.43,1146.8,2444.79,5330.54,8845.1,11829.93,13617.01,10925.44,10333.77,6611.12,3722.65,2843.98,878.66,761.21,117.45
USA,1990,1,short,4,12,38967.91,248.67,80.67,38.79,19.74,39.31,101.82,284.72,745.18,1625.48,2243.19,2370.74,2562.29,3180.35,4057.19,4610.55,4510.24,4418.91,3640.02,4190.05,2521.74,1668.31,1206.28,462.02,403.99,58.03
USA,1990,1,short,4,13,4765.41,13.52,10.89,6.27,10.33,13.33,23.31,52.1,76.41,99.75,124.53,118.52,164.85,220.93,348.8,489.63,603.63,713.19,748.58,926.84,517.48,409.36,287.46,121.9,101.07,20.83
USA,1990,1,short,4,14,17725.77,110.11,18.61,8.32,7.63,14.86,42.24,75.51,130.59,235.81,273.35,291.35,357.3,528.52,998.28,1560.88,2243.83,2993.79,3219.4,4615.4,2514.35,2101.04,1505.78,595.27,506.22,89.05
USA,1990,1,short,4,15,21218.92,18570.62,571.12,174.38,100.02,165.96,150.04,139.33,143.2,165.56,132.3,106.62,102.02,119.44,100.16,117.66,105.36,110.56,72.55,72.01,41.64,30.36,25.23,5.14,3.48,1.66
USA,1990,1,short,4,16,110151.96,739.73,1875.88,1236.7,1776.1,10040.41,13509.97,13094.93,12044.72,10208.65,7700.3,5541.61,4459.47,4113.13,4412.47,4236.44,4000.7,4086.07,3400.52,3674.16,2248.05,1426.11,1070.51,355.6,309.27,46.33
USA,1991,1,short,4,0,1121665,21016.26,4053.43,2296.62,2985.53,11377.05,16217.89,19022.94,24749.1,28566.76,32045.67,34384.04,41683.95,59362.85,92119.14,126410.48,149506.5,158300.06,140710.58,156856.17,94802.58,62053.58,45029.65,17023.93,14484.27,2539.66
USA,1991,1,short,4,1,44444.18,439.19,245.77,90.99,65.84,100.09,575.3,3162.77,6211.15,7272.57,5737.27,3503.6,2330.44,1845.49,1760.04,1878.29,2119.2,2409.77,2114.46,2581.95,1519.98,1061.97,749.44,312.53,250.23,62.3
USA,1991,1,short,4,2,281329.93,78.25,355.42,359.61,350.92,479.5,658.85,1039.54,1715.6,2871.71,5031.69,7922.43,12625.96,20338.14,33003.29,44347.7,47910.98,43910.17,32640.87,25689.28,17600.93,8088.35,6391.55,1696.8,1528.05,168.75
