country,year,sex,agf,total,e0,e1,e5,e10,e15,e20,e25,e30,e35,e40,e45,e50,e55,e60,e65,e70,e75,e80,e85p,e85,e90p,e90,e95p,e95,e100p
USA,1986,3,4,240021922.6,3705022.66,14261734.32,17088037.21,16542759.56,18794815.49,20732805,21853818.88,20469268.29,18514934.7,14462732.63,11897665.84,10813721.48,11116280.74,10851232.22,9541461.58,7597985.87,5645496.42,3448234.69,2683915.05,1776604.95,907310.1,711949.92,195360.18,170701.34,24658.84
USA,1987,3,4,242192731.5,3713497.04,14353123.94,17426595.54,16427201.74,18679227.34,20203979.76,21845401.89,20960250.2,18641158.27,15541505.38,12308268.88,10844393.39,10947899.15,10803498.88,9708763.01,7694985.12,5779165.34,3556809.93,2757006.71,1822619.32,934387.39,728875.06,205512.33,179685.9,25826.43
USA,1988,3,4,244408309.8,3769314.28,14455888.36,17738537.67,16518306.54,18490000.65,19668435.32,21738293.63,21365119.41,18996135.41,16195811.28,12924276.64,10994543.64,10748689.43,10767730.71,9834556.15,7800387.62,5905515.9,3657950.62,2838816.51,1882018.09,956798.42,742474.17,214324.25,187172.1,27152.15
USA,1989,3,4,246816781.9,3870163.79,14656029.61,17915524.48,16827527.39,18135409.03,19315256.24,21540064.99,21683054.02,19452002.96,16973010.02,13389948.94,11211023.18,10560557.85,10707002.39,9956542.01,7908375.36,6027715.9,3758194.38,2929379.4,1951917.48,977461.92,754137.4,223324.52,194114.57,29209.95
USA,1990,3,4,249645271.1,3976891.86,14893292.42,18092753.36,17234743.5,17762849.33,19171252.33,21290956.32,21956527.95,19995706.26,17789013.9,13811494.93,11402650.82,10492173.2,10638827.34,10039425.24,8051893.25,6150171.13,3862756.98,3031890.97,2020441.72,1011449.25,777703.85,233745.4,202625.46,31119.94
USA,1991,3,4,252896136.4,3996016.85,15211426.91,18274546.12,17756797.29,17341204.85,19236378.16,20902627.21,22283522.36,20558801.58,18671385.94,14213385.34,11708544.94,10479637.77,10576484.08,10037635.2,8257507.45,6278427.69,3967049.12,3144757.54,2091407.47,1053350.07,808005.72,245344.35,212539.77,32804.58
USA,1992,3,4,256344081.6,3967684.15,15547035.12,18444509.58,18238943.34,17304661.94,19154110.08,20507724.4,22476632.91,21168006.28,18811570.08,15334518.6,12156053.05,10556081.75,10461997.44,10018304.17,8471735.11,6392524.62,4070222.83,3261766.11,2169995.26,1091770.85,837684.81,254086.04,219502.21,34583.83
USA,1993,3,4,259696512.7,3904834.78,15807629.86,18668631.7,18695257.12,17491586.08,18989367.57,20073387.9,22575847.62,21696728.65,19191854.7,16015699.45,12818593.4,10744184.75,10314745.72,10022663.21,8642729.56,6491972.67,4172175.18,3378622.82,2242625.49,1135997.33,874454.29,261543.04,225370.65,36172.39
USA,1994,3,4,262907827.7,3841329.07,15904913.16,19037699.44,18980475.98,17902175.53,18651686.78,19792177.96,22540914.5,22134345.3,19672486.41,16806619.99,13341163.28,10995593.75,10175516.09,10008315.89,8775642.82,6593859.32,4274786.92,3478125.51,2305780.84,1172344.67,907399.33,264945.34,227812.86,37132.48
USA,1995,3,4,266018360.4,3794777.43,15819710.54,19448798.88,19217948.48,18374404.71,18308326.03,19711842.31,22352078.66,22468030.08,20213830.4,17622446,13823496.92,11202222.54,10142841.82,9980712.31,8855496.63,6727975.41,4371651.66,3581769.62,2370424.97,1211344.65,938229.72,273114.93,234695.78,38419.15
USA,1996,3,4,269130315.1,3753155.53,15662289.36,19856072.13,19427139.48,18918813.07,17941541.5,19861013.48,21922957.86,22767226.69,20745261.08,18531298.43,14270867.16,11497040.2,10146337.87,9938190.84,8860920.71,6904047.64,4448419.09,3677722.99,2429978.63,1247744.36,966348.79,281395.57,242060.09,39335.48
USA,1997,3,4,272304302.4,3759267.04,15492434.98,20232313.66,19611508.94,19385016.57,17961599.75,19869394.71,21456474.88,22888521.8,21309646.17,18705775.89,15413752.81,11924064.86,10229307.82,9834411.65,8855156.25,7082699.65,4519400.59,3773554.37,2489868.3,1283686.07,995518.58,288167.49,248694.77,39472.72
USA,1998,3,4,275479785.4,3771037.92,15388589.58,20488391.36,19847399.43,19814668.96,18182970.71,19806348.2,20965473.87,22923074,21794521.62,19122451.81,16121338.28,12559697.65,10427132.92,9697398.03,8873615.81,7223983.51,4598841.44,3872850.25,2551153.54,1321696.71,1024375.03,297321.68,257665.62,39656.06
USA,1999,3,4,278604871.7,3803353.61,15340071.67,20562396.38,20226967.04,20073988.41,18618429.95,19560042.79,20655443.99,22842882.09,22194408.94,19639473.75,16934808.16,13065855.91,10678550.56,9564482.02,8876045.61,7337660.18,4667254.06,3962756.61,2612253.38,1350503.23,1047563.42,302939.81,263440.11,39499.7
USA,2000,3,4,281624468,3883899.26,15309004.45,20428260.87,20625585.38,20288313.99,19134204.95,19264364.81,20546552.37,22637112.91,22504226.3,20189753.71,17759983.4,13552966.07,10877510.59,9545918.43,8854166.78,7418447.55,4762265.59,4041930.55,2666935.51,1374995.04,1067737.6,307257.44,267388.11,39869.33
USA,2001,3,4,284515035.7,3972417.98,15343437.21,20163536.18,20967227.18,20462611.01,19734469.52,18851457.01,20656727.48,22214759.19,22784601.79,20694466.9,18615759.44,14007603.37,11159511.35,9579970.23,8812766.45,7454103.92,4929501.11,4110108.37,2711247.02,1398861.35,1087455.64,311405.71,271202.34,40203.37
USA,2002,3,4,287179739.2,3968471.38,15472364.59,19878229.53,21242690.96,20614516.31,20206110.31,18738719.07,20614534.11,21759230.69,22880237.43,21231412.11,18749301.04,15098878.36,11568282.4,9666891.61,8747284.47,7473110.97,5089233.76,4180240.08,2754776.05,1425464.03,1109442.06,316021.97,275677.13,40344.84
USA,2003,3,4,289762698.6,3978447.29,15621276.95,19633613.41,21395261.91,20807345.58,20593621.43,18809165.14,20477149.25,21265703.19,22911574.31,21694558.36,19104931.09,15809014.75,12177850.62,9838631.32,8681577.25,7481883.72,5214038.48,4267054.51,2810986.45,1456068.06,1134567.18,321500.88,280762.86,40738.02
USA,2004,3,4,292430290.9,4004936.75,15767084.42,19471030.71,21379122.41,21127274.66,20808588.56,19132323.55,20130868.1,20936383.39,22869601.11,22079395.97,19555406.01,16628849.62,12667757.37,10074097.42,8608903.83,7469766.62,5355752.63,4363147.77,2869322.53,1493825.24,1165947.76,327877.48,286851.2,41026.28
USA,2005,3,4,295207730,4020089.13,15871556,19436021.08,21218919.39,21479691.5,20956460.95,19560563.98,19749727.12,20823321.72,22692496.82,22396365.06,20064652.09,17473237.39,13133170.07,10285205.5,8619724.12,7457520.36,5479328.34,4489679.35,2953619,1536060.35,1199783.11,336277.24,294592.55,41684.69
USA,2006,3,4,298049751.4,4052751.07,15908635.64,19559786.21,21022234.58,21795503.32,21036308.84,20090482.8,19313601.11,20946964.37,22282219.11,22686406.87,20567037.57,18326619.85,13570893.25,10575432.57,8665692.34,7439061.07,5543865.23,4666255.63,3090562.54,1575693.09,1230054.28,345638.81,302983.62,42655.19
USA,2007,3,4,300975158.3,4134556.61,15983433.21,19725853.05,20848544.82,22052435.4,21089471.24,20521778.21,19228505.53,20926291.95,21844213.22,22792985.32,21122484.34,18465149.15,14632903.52,10979796.55,8754729.27,7398624.71,5619973.05,4853429.12,3228305.61,1625123.51,1266376.33,358747.18,314725.41,44021.77
USA,2008,3,4,303855919.1,4121905.25,16127119.43,19935127.49,20719601.2,22190676.08,21186346.5,20882450.38,19328749.63,20813289.06,21367330.25,22838451.71,21609203.25,18821040.97,15336280.74,11578784.1,8918469.26,7354763.75,5709302.88,5017027.18,3337069.76,1679957.42,1308714.61,371242.81,325970.56,45272.25
USA,2009,3,4,306604418.8,4023161.29,16232261.97,20154511.95,20667824.26,22161389.28,21417849,21048384.85,19668351.96,20479391.19,21042593.99,22802260.25,22011741.6,19271568.02,16141150.89,12060847.24,9141259.03,7308545.97,5766907.88,5204418.2,3462029.97,1742388.23,1354408.67,387979.56,340748.47,47231.09
USA,2010,3,4,309141573.1,3956384.53,16233589.11,20292520.06,20675078.84,21954812.12,21745862.17,21167311.61,20062407.25,20091582.25,20925338.55,22605594.74,22310583.52,19772354.45,16950331.38,12509386.95,9345695.09,7337513.34,5804530.99,5400696.12,3576722.97,1823973.15,1416807.75,407165.4,357284.14,49881.26
USA,2011,3,4,311480811.3,3955394.03,16162155.49,20343148.99,20706072.23,21659041.47,22154634.29,21280585.66,20517390.54,19637559.18,21034467.01,22156714.52,22536892.73,20244740.36,17738930.2,12918487.72,9628432.42,7404400.86,5829922.35,5571841.28,3648746.23,1923095.05,1501603.65,421491.4,369536.07,51955.33
USA,2012,3,4,313725284.1,3929204.28,16042682.2,20457275.66,20676141.48,21386413.74,22549897.88,21400520,20894908.29,19540132.27,20984586.83,21692114.35,22571911.69,20739508.52,17820437.65,13933236.18,10019159.21,7514615.57,5820617.13,5751921.19,3729990.12,2021931.07,1583916.53,438014.54,383563.67,54450.87
USA,2013,3,4,315954991.3,3940888.87,15924421.14,20546599.99,20655685.45,21184902.4,22791336.37,21598099.49,21260029.51,19614703.52,20845597.26,21204869.23,22555695.31,21144991.49,18117166.06,14580868.99,10583508.74,7689671.04,5788231.86,5927724.54,3819239.36,2108485.18,1650934.92,457550.26,400620.33,56929.93
USA,2014,3,4,318252067.9,3961020.28,15900302.13,20533818.36,20645181.19,21081572.63,22824490.1,21974860.99,21470413.69,19915079.18,20510346.82,20885260.48,22461475.46,21465988.46,18521787.43,15299171.63,11030594.37,7913880.4,5762356.01,6094468.32,3884639.87,2209828.45,1729386.21,480442.24,420288.91,60153.33
USA,2015,3,4,320575164.9,3976980.42,15932760.76,20476409.14,20622232.38,21077184.06,22640537.22,22430009.78,21649755.96,20303623.21,20145123.26,20783945.95,22233868.98,21708217.92,18990295.43,16010951.64,11445229.96,8116135.01,5806732.78,6225171.05,3920234.29,2304936.76,1798784.47,506152.29,443432.45,62719.84
USA,2016,3,4,322834828.5,3950008.95,15964153.26,20425556.65,20630662.06,21120784.71,22342099.08,22894471.04,21809011.78,20778167.35,19713761.5,20905957.97,21790501.2,21913205.32,19436992.27,16729449.81,11826003.54,8378929.39,5877433.96,6347678.7,3944466.82,2403211.88,1858388.64,544823.24,479168.26,65654.98
USA,2017,3,4,324865044.2,3890101.58,15986163.05,20297864.44,20755083.34,21096050.1,22051919.3,23285057.05,21942480.5,21164904.09,19623448.43,20861548.56,21337988.94,21945535.35,19902313.18,16802957.18,12767789.74,8728794.58,5976577.82,6448467,3940082.16,2508384.84,1924853.54,583531.3,514019.17,69512.13
USA,2018,3,4,326628119.6,3836371.16,15926262,20195728.04,20843502.98,21065939.42,21813271.9,23485873.95,22120397.87,21522064.34,19687914.67,20720135.13,20858290.34,21925966.99,20280437.03,17076315.36,13370334.39,9233217.49,6128191.56,6537904.99,3917665.9,2620239.09,1999658.17,620580.92,545766.5,74814.42
